id	front	back	tags
durrett_ch6_strong_law_from_birkhoff	Strong law as an ergodic theorem (6.2 Birkhoff's Ergodic Theorem)	For iid X_m in L1, Birkhoff gives n^{-1} sum_{m<n} X_m -> E X_0 almost surely and in L1. Exam use: Use as a conceptual shortcut from Chapter 2 LLNs to general stationary sequences. Pitfall: The theorem needs integrability; for nonintegrable iid variables this conclusion can fail.	strong-law,iid,birkhoff
durrett_ch6_markov_chain_time_average	Stationary Markov chain time averages (6.2 Birkhoff's Ergodic Theorem)	For an irreducible countable-state Markov chain started from its stationary distribution pi, n^{-1} sum_{m<n} f(X_m) -> sum_x f(x) pi(x) for pi-integrable f. Exam use: Recovers the long-run frequency and reward law for positive recurrent Markov chains. Pitfall: The statement is under stationarity; nonstationary initial laws need an additional argument.	markov-chains,time-averages,stationary-distribution
durrett_ch6_weyl_equidistribution	Weyl equidistribution from irrational rotation (6.2 Birkhoff's Ergodic Theorem)	For irrational theta, the orbit x+n theta mod 1 visits every interval [a,b) with limiting frequency b-a for every starting x. Exam use: Use for deterministic averaging and number-theoretic distribution mod 1. Pitfall: Birkhoff first gives almost-every starting point; the interval theorem needs extra work for every x.	equidistribution,irrational-rotation,intervals
durrett_ch6_benford_law_powers	Benford law for powers (6.2 Birkhoff's Ergodic Theorem)	If log_10 2 is irrational, the first digit of 2^m has limiting frequency log_10((k+1)/k) for digit k. Exam use: A memorable application of equidistribution to leading-digit asymptotics. Pitfall: Benford frequencies describe a limiting distribution, not exact finite-sample frequencies.	benford-law,equidistribution,first-digits
durrett_ch6_lp_upgrade_birkhoff	Lp convergence upgrade (6.2 Birkhoff's Ergodic Theorem)	If X is in Lp for p>1, the Birkhoff averages converge in Lp as well as almost surely. Exam use: Useful when a problem asks for convergence in norm rather than only almost surely. Pitfall: Do not infer Lp convergence from L1 convergence without an Lp bound or uniform integrability.	lp-convergence,uniform-integrability,birkhoff
durrett_ch6_range_growth_stationary_increments	Range growth for stationary increments (6.3 Recurrence)	For a stationary-increment walk S_n, the range R_n=|{S_1,...,S_n}| satisfies R_n/n -> E(1_A|I), where A is the event of never returning to 0 after time 0. Exam use: Connects recurrence questions to an ergodic average of escape events. Pitfall: The limit is conditional on I; only in ergodic cases does it reduce to P(A).	range,stationary-increments,recurrence
durrett_ch6_zero_drift_integer_recurrence	Zero conditional drift implies recurrence on Z (6.3 Recurrence)	For stationary integer-valued increments with E|X_1|<infinity and E(X_1|I)=0, the walk returns to 0 infinitely often almost surely. Exam use: Generalizes the Chung-Fuchs recurrence intuition beyond iid increments. Pitfall: The condition is E(X_1|I)=0, not merely EX_1=0; mixtures of positive and negative drifts are counterexamples.	recurrence,zero-drift,stationary-increments
durrett_ch6_stationary_return_times_kac	Kac return-time theorem (6.3 Recurrence)	For a stationary process that hits A almost surely, the successive return gaps to A are stationary under P(.|X_0 in A), and E(T_1|X_0 in A)=1/P(X_0 in A). Exam use: Turns visits to a set into regenerative cycles and recovers mean return time 1/pi(x) for Markov chains. Pitfall: Conditioning on X_0 in A is essential; the first waiting time from an arbitrary stationary time has a length-biased flavor.	kac,return-times,stationary-processes
durrett_ch6_cycle_trick_stationary_measure	Cycle trick for stationary measures (6.3 Recurrence)	Expected occupation of B during a return cycle to A equals P(X_0 in B)/P(X_0 in A) when A and B are disjoint and A is recurrent. Exam use: Useful for constructing stationary measures of Markov chains from excursions. Pitfall: The denominator is the stationary mass of A; the formula is not a conditional probability of hitting B before returning.	cycle-trick,occupation-times,stationary-measure
durrett_ch6_stationary_renewal_waiting_time	Stationary renewal waiting-time bias (6.3 Recurrence)	For a stationary {0,1} process conditioned on X_0=1, the first return law satisfies Pbar(T_1=n)=Pbar(T_1>=n)/Ebar T_1 in the iid-gap renewal case. Exam use: Explains inspection-paradox corrections in stationary renewal processes. Pitfall: The distribution seen from a stationary time differs from the raw interarrival distribution.	renewal,return-time,inspection-paradox
durrett_ch6_subadditive_ergodic_theorem	Subadditive ergodic theorem (6.4 A Subadditive Ergodic Theorem)	For a stationary subadditive array X_{m,n} with integrability and a linear lower expectation bound, X_{0,n}/n converges almost surely and in L1 to a limit with mean inf_m E X_{0,m}/m. Exam use: The main tool for limits of optimal costs, passage times, longest subsequences, and products. Pitfall: Check the exact stationarity assumptions; Liggett's version is weaker than Kingman's original in useful applications.	subadditive-ergodic-theorem,kingman,liggett
durrett_ch6_fekete_expectation_step	Fekete step for expected subadditive arrays (6.4 A Subadditive Ergodic Theorem)	If a_n=E X_{0,n} and a_m+a_{n-m}>=a_n, then a_n/n converges to inf_m a_m/m. Exam use: Use whenever the deterministic expectation part of a subadditive theorem appears. Pitfall: The inequality direction is easy to mix up because the array convention is X_{0,m}+X_{m,n}>=X_{0,n}.	fekete,expectations,subadditivity
durrett_ch6_birkhoff_as_additive_case	Birkhoff as the additive special case (6.4 A Subadditive Ergodic Theorem)	If X_{m,n}=xi_{m+1}+...+xi_n for a stationary integrable sequence, then the subadditive theorem reduces to Birkhoff. Exam use: A quick consistency check for the hypotheses of the subadditive theorem. Pitfall: Do not lose the indexing: X_{m,n} covers increments after m through n.	additive-case,stationary-sequence,birkhoff
durrett_ch6_range_subadditive_example	Range as a subadditive example (6.4 A Subadditive Ergodic Theorem)	The number of distinct sites visited between times m+1 and n is subadditive, so the normalized range has an almost sure and L1 limit. Exam use: Provides a second route to existence of range-growth rates even when the rate is not identified. Pitfall: The theorem gives existence of the limit, not the recurrence classification by itself.	range,random-walk,subadditivity
durrett_ch6_longest_common_subsequence_limit	Longest common subsequence limit (6.4 A Subadditive Ergodic Theorem)	For two ergodic stationary sequences, the longest common subsequence length L_{0,n} satisfies L_{0,n}/n -> gamma, where gamma=sup_m E L_{0,m}/m. Exam use: Recognize optimization lengths as candidates for subadditive limits. Pitfall: The theorem proves existence of gamma but usually not its numerical value.	longest-common-subsequence,superadditivity,ergodic-limit
durrett_ch6_random_matrix_products	Products of positive random matrices (6.5 Applications)	For stationary positive matrices with integrable log entries, n^{-1} log of product entries converges almost surely to a common growth rate. Exam use: A probability route to Lyapunov-exponent-type limits. Pitfall: Strict positivity and log-integrability matter; zeros or heavy tails can break the logarithmic comparison.	random-matrices,lyapunov-exponent,subadditivity
durrett_ch6_increasing_subsequence_permutation	Increasing subsequences in random permutations (6.5 Applications)	Poissonizing random permutations and applying subadditivity shows the longest increasing subsequence has an n^{1/2} order limit constant. Exam use: A classic example of turning a combinatorial optimization problem into an ergodic limit. Pitfall: The subadditive argument gives the existence of the constant; identifying it as 2 requires deeper work.	random-permutations,longest-increasing-subsequence,poissonization
durrett_ch6_poisson_square_time_change	Poisson square time change (6.5 Applications)	If tau(n) is the side length of the square containing the first n points of a rate-one planar Poisson process, then tau(n)/sqrt(n) -> 1 almost surely. Exam use: Used to pass from Poissonized increasing paths back to fixed-size random permutations. Pitfall: The scale is sqrt(n) because the square area is t^2.	poisson-process,time-change,permutation
durrett_ch6_first_passage_percolation_time_constant	First-passage percolation time constant (6.5 Applications)	For iid nonnegative edge passage times on Z^d with suitable integrability, t(0,nu)/n converges almost surely to a deterministic time constant. Exam use: Core template for metric growth models and random media. Pitfall: Finite mean of one edge is sufficient in the simple statement but can be weakened; without integrability the limit may be infinite.	first-passage-percolation,time-constant,random-media
durrett_ch6_fpp_integrability_min_condition	First-passage percolation integrability condition (6.5 Applications)	A weaker useful condition is that the minimum of 2d independent edge times has finite mean, equivalently integral_0^infty (1-F(x))^{2d} dx < infinity. Exam use: Helps check when a finite time constant exists for heavy-tailed edge weights. Pitfall: This condition concerns the minimum of several edges, not the edge variable itself.	first-passage-percolation,integrability,heavy-tails
durrett_ch6_age_dependent_branching_speed	Age-dependent branching process speed (6.5 Applications)	In an age-dependent branching process with no extinction at birth and finite lifetimes, the first birth time in generation n divided by n converges almost surely. Exam use: Shows why the weaker Liggett hypotheses are useful beyond Kingman's original stationary-array assumptions. Pitfall: The stronger all-triples subadditivity can fail because the fastest later descendant need not descend from the fastest earlier individual.	branching-process,subadditivity,growth-speed
durrett_ch6_branching_speed_large_deviation_formula	Branching speed via lifetime large deviations (6.5 Applications)	For mean offspring mu and lifetime sums with rate c(a), the asymptotic earliest-generation speed is gamma=inf{a: log mu - c(a)>0}. Exam use: Connects subadditive limits with large-deviation rate functions. Pitfall: The subadditive theorem gives existence; this formula requires additional branching and large-deviation analysis.	branching-process,large-deviations,speed
ch6_exercise_method_invariant_sigma_field_measurable_functions	Invariant sigma-field and invariant random variables (6.1 Exercises: Stationarity, invariant events, ergodicity, and measure-preserving examples)	Show invariant events form a sigma-field by pullback closure; prove an I-measurable random variable is invariant by checking rational cuts, and conversely use invariant inverse images. Exam use: Exercise 6.1.1; identifying E(X|I) and invariant limits. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	invariant-sigma-field,measurability,rational-cuts
ch6_exercise_method_almost_invariant_strictification	Strict representative for almost invariant sets (6.1 Exercises: Stationarity, invariant events, ergodicity, and measure-preserving examples)	From an almost invariant set, form a forward pullback union B and then C=intersection phi^{-n}B; C is strictly invariant and differs only by a null set. Exam use: Exercise 6.1.2; replacing mod-null invariance by exact invariance. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	almost-invariant,strict-invariance,null-sets
ch6_exercise_method_direct_irrational_rotation_ergodicity	Direct density proof of irrational rotation ergodicity (6.1 Exercises: Stationarity, invariant events, ergodicity, and measure-preserving examples)	Use pigeonhole gaps to prove the irrational orbit is dense, approximate positive-measure sets by high-density intervals, and contradict coexistence of invariant A and A^c with positive measure. Exam use: Exercise 6.1.3; proving ergodicity without Fourier series. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	irrational-rotation,density-points,ergodicity
ch6_exercise_method_two_sided_stationary_extension	Two-sided extension of a stationary sequence (6.1 Exercises: Stationarity, invariant events, ergodicity, and measure-preserving examples)	Define finite-dimensional laws on integer-indexed coordinates by shifting all indices into the nonnegative side, then use stationarity for consistency and Kolmogorov extension. Exam use: Exercise 6.1.4; return-time and cycle arguments needing negative times. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	stationary-process,two-sided,kolmogorov-extension
ch6_exercise_method_factor_stationarity_ergodicity	Stationarity and ergodicity pass to factors (6.1 Exercises: Stationarity, invariant events, ergodicity, and measure-preserving examples)	For Y_k=g(X_k,X_{k+1},...), stationarity follows from shifted future laws; invariant events for Y pull back to invariant events for X, so ergodicity passes to Y. Exam use: Exercise 6.1.5; creating stationary derived processes. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	factor-map,stationarity,ergodicity
ch6_exercise_method_random_phase_iid_blocks	Random phase makes iid blocks stationary and ergodic (6.1 Exercises: Stationarity, invariant events, ergodicity, and measure-preserving examples)	Concatenate iid blocks and start at an independent uniform phase; one-step shifts rotate the phase and occasionally shift the iid block sequence, giving stationarity and ergodicity. Exam use: Exercise 6.1.6; block constructions with stationary output. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	iid-blocks,random-phase,ergodicity
ch6_exercise_method_gauss_map_invariant_density	Gauss map invariant density by branch telescoping (6.1 Exercises: Stationarity, invariant events, ergodicity, and measure-preserving examples)	For phi(x)=1/x-floor(1/x), split into branches x=1/(k+y); the transformed density sum telescopes to 1/(1+y). Exam use: Exercise 6.1.7; verifying the continued-fraction invariant measure. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	continued-fractions,gauss-map,invariant-density
ch6_exercise_method_lp_upgrade_by_truncation	Lp upgrade of Birkhoff by truncation (6.2 Exercises: Birkhoff upgrades, moving observables, and maximal inequalities)	Prove Lp convergence for bounded observables by bounded convergence, then truncate X and control the tail using Jensen plus Lp contraction of conditional expectation. Exam use: Exercise 6.2.1; upgrading ergodic averages from L1 to Lp. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	birkhoff,lp,truncation,jensen
ch6_exercise_method_moving_observable_ergodic_average	Moving observable ergodic average (6.2 Exercises: Birkhoff upgrades, moving observables, and maximal inequalities)	Decompose averages of g_m(phi^m) into the fixed g average plus errors; control a.s. errors by tail suprema and L1 errors by Cesaro means. Exam use: Exercise 6.2.2; triangular or time-varying observables in ergodic averages. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	moving-observable,tail-supremum,cesaro,birkhoff
ch6_exercise_method_wiener_maximal_from_maximal_ergodic	Wiener maximal inequality from maximal ergodic lemma (6.2 Exercises: Birkhoff upgrades, moving observables, and maximal inequalities)	Apply the maximal ergodic lemma to Y=X-alpha so the positivity event of the shifted partial sums is exactly {max S_j/j > alpha}. Exam use: Exercise 6.2.3; deriving maximal probability bounds for ergodic averages. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	maximal-ergodic-lemma,wiener-inequality,threshold-shift
ch6_exercise_method_range_last_visit_counting	Range expectation by last-visit decomposition (6.3 Exercises: Range growth, recurrence, cycle tricks, and stationary renewal bias)	Count each visited site by its last visit time; stationarity makes the probability of no future revisit over n-m steps equal to g_{n-m}. Exam use: Exercise 6.3.1; expected range identities for stationary-increment walks. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	range,last-visit,stationary-increments
ch6_exercise_method_positive_drift_escape_probability	Positive drift escape probability from range growth (6.3 Exercises: Range growth, recurrence, cycle tricks, and stationary renewal bias)	With ergodic integer increments bounded above by one and positive mean, the range grows at the same rate as the running maximum; Theorem 6.3.1 identifies the rate with P(escape). Exam use: Exercise 6.3.2; recurrence/escape probabilities under stationary increments. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	positive-drift,escape-probability,range-growth
ch6_exercise_method_cycle_trick_occupation_ratio	Cycle trick occupation ratio (6.3 Exercises: Range growth, recurrence, cycle tricks, and stationary renewal bias)	Use a two-sided stationary version and partition by the last visit to A before time 0; expected B-occupation in an A-cycle equals P(X0 in B)/P(X0 in A). Exam use: Exercise 6.3.3; constructing stationary measures from excursions. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	cycle-trick,occupation-time,two-sided-stationarity
ch6_exercise_method_stationary_renewal_waiting_bias	Stationary renewal first-waiting bias (6.3 Exercises: Range growth, recurrence, cycle tricks, and stationary renewal bias)	Under conditioning on a renewal at time 0, stationarity of return gaps gives P(T=n)=Pbar(T>=n)/Ebar T for the waiting time seen from a stationary time. Exam use: Exercise 6.3.4; inspection-paradox and stationary renewal calculations. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	renewal,waiting-time,kac,stationary-bias
ch6_exercise_method_arbitrarily_slow_subadditive_convergence	Arbitrarily slow deterministic subadditive convergence (6.5 Exercises: Applications of subadditivity to LCS, LIS, Poisson paths, and branching)	Set X_{m,m+k}=f(k) with f(k)/k decreasing; subadditivity follows by comparing both pieces to f(n)/n, so the expectation convergence can be as slow as f(n)/n. Exam use: Exercise 6.5.1; understanding limits of Fekete-type convergence rates. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	subadditivity,slow-convergence,fekete
ch6_exercise_method_lcs_first_moment_bounds	Longest common subsequence first-moment bounds (6.5 Exercises: Applications of subadditivity to LCS, LIS, Poisson paths, and branching)	Compute small-n expectations for lower bounds and bound P(L_n >= K) by the expected number of matching index-pair subsequences, binom(n,K)^2 2^{-K}. Exam use: Exercise 6.5.2; bounding LCS constants. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	longest-common-subsequence,first-moment,entropy-bound
ch6_exercise_method_poisson_greedy_increasing_path_lower_bound	Poisson greedy path lower bound (6.5 Exercises: Applications of subadditivity to LCS, LIS, Poisson paths, and branching)	Choose successive Poisson points minimizing x+y in the northeast quadrant; the increment sum has tail exp(-t^2/2), giving mean coordinate step sqrt(pi/8) and gamma >= sqrt(8/pi). Exam use: Exercise 6.5.3; lower bounds for Hammersley's increasing path constant. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	poisson-process,greedy-path,lis-lower-bound
ch6_exercise_method_permutation_lis_first_moment_upper_bound	Permutation LIS upper bound by first moment (6.5 Exercises: Applications of subadditivity to LCS, LIS, Poisson paths, and branching)	For a fixed k-subset of indices, the values are increasing with probability 1/k!, so E J_k^n=binom(n,k)/k!; Stirling with k~alpha sqrt(n) gives gamma <= e. Exam use: Exercise 6.5.4; upper bounds for longest increasing subsequences. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	random-permutation,lis,first-moment,stirling
ch6_exercise_method_branching_laplace_martingale_bound	Branching Laplace martingale speed bound (6.5 Exercises: Applications of subadditivity to LCS, LIS, Poisson paths, and branching)	Normalize the generation-n Laplace sum by (mu phi(theta))^n to get a nonnegative martingale; Markov's inequality bounds early birth events when exp(-theta a)/(mu phi(theta))>1. Exam use: Exercise 6.5.5; age-dependent branching speed upper-tail bounds. Pitfall: Check stationarity, ergodicity, integrability, and indexing hypotheses before reusing the pattern.	branching-process,laplace-transform,martingale,large-deviations
