id	front	back	tags
durrett_ch1_measurable_arithmetic	Arithmetic of random variables (1.3 Random Variables)	Finite sums, products, maxima, minima, and continuous functions of random variables are random variables. Exam use: Often needed before taking expectations of constructed quantities. Pitfall: Do not use arithmetic closure for extended real expressions without checking undefined forms like infinity minus infinity.	arithmetic,measurable,random-variables
durrett_ch1_limits_measurable	Limits preserve measurability (1.3 Random Variables)	Supremum, infimum, limsup, liminf, and pointwise limits of measurable real functions are measurable. Exam use: Crucial for defining almost sure convergence and stopping-time events. Pitfall: The countability of the sequence matters; arbitrary suprema over uncountable families can fail measurability.	limsup,liminf,measurability,countability
durrett_ch1_sigma_x_factorization	Functions measurable with respect to sigma(X) (1.3 Random Variables)	A random variable Y is sigma(X)-measurable exactly when it can be represented as a measurable function of X. Exam use: This is a foundation for conditional expectation as a function of observed information. Pitfall: The representing function is only determined up to the distribution of X, not necessarily pointwise everywhere.	sigma-x,factorization,conditional-expectation
durrett_ch1_simple_functions	Simple functions (1.4 Integration)	A simple function takes finitely many values and is the starting point for defining the Lebesgue integral. Exam use: When stuck on an integral proof, first prove it for indicators, then simple functions, then limits. Pitfall: Representations of a simple function are not unique; use canonical level sets to avoid ambiguity.	simple-function,lebesgue-integral,proof-template
durrett_ch1_nonnegative_integral	Integral of a nonnegative function (1.4 Integration)	The integral of a nonnegative measurable function is the supremum of integrals of simple functions bounded above by it. Exam use: This definition makes monotone convergence natural rather than surprising. Pitfall: The value may be infinite; do not subtract two infinite nonnegative integrals.	nonnegative-integral,approximation,mct
durrett_ch1_integrable_function	Integrable signed functions (1.4 Integration)	A signed measurable function is integrable when the integrals of its positive and negative parts are finite, equivalently the integral of its absolute value is finite. Exam use: Before using linearity or dominated convergence, check integrability conditions. Pitfall: Finite positive and negative parts are needed; infinity minus infinity is not an acceptable value.	integrability,positive-part,negative-part
durrett_ch1_integral_linearity	Linearity and order properties of the integral (1.4 Integration)	For integrable functions, the integral is linear, monotone, and respects almost-everywhere equality. Exam use: Use to split expectations, compare nonnegative variables, and justify replacing variables by a.s. equal versions. Pitfall: Linearity can fail as a finite statement if one side involves undefined infinities.	linearity,monotonicity,almost-everywhere
durrett_ch1_jensen_integral	Jensen's inequality for integrals (1.5 Properties of the Integral)	For a convex function phi and a probability measure, phi(integral f) is at most integral phi(f), assuming the quantities are defined. Exam use: Prelim workhorse for Lp comparisons, moment generating bounds, and conditional Jensen later. Pitfall: Convexity direction matters; strict equality often encodes almost sure constancy under strict convexity.	jensen,convexity,inequality
durrett_ch1_holder_integral	Holder's inequality (1.5 Properties of the Integral)	If p and q are conjugate exponents, the integral of |fg| is bounded by the Lp norm of f times the Lq norm of g. Exam use: Used for moment interpolation, uniform integrability checks, and bounding expectations of products. Pitfall: Remember the endpoint cases need separate interpretation.	holder,lp,inequality
durrett_ch1_minkowski	Minkowski's inequality (1.5 Properties of the Integral)	The Lp norm satisfies the triangle inequality for p at least 1. Exam use: Use to prove Lp spaces are normed and to control sums of random variables in Lp. Pitfall: For p below 1 this is not a norm inequality.	minkowski,lp,triangle-inequality
durrett_ch1_bounded_convergence	Bounded convergence theorem (1.5 Properties of the Integral)	On a finite-measure space, uniformly bounded functions converging pointwise have integrals converging to the integral of the limit. Exam use: Useful for probability spaces when random variables are uniformly bounded. Pitfall: Finite measure is essential; bounded pointwise convergence on an infinite measure space need not preserve integrals.	bounded-convergence,finite-measure,limit
durrett_ch1_fatou_integral	Fatou's lemma (1.5 Properties of the Integral)	For nonnegative functions, the integral of the liminf is at most the liminf of the integrals. Exam use: Use for lower semicontinuity of expectations and to prove integrability of a limit from bounded expectations. Pitfall: Fatou gives an inequality, not usually equality.	fatou,liminf,nonnegative
durrett_ch1_monotone_convergence	Monotone convergence theorem (1.5 Properties of the Integral)	If nonnegative measurable functions increase pointwise to f, then their integrals increase to the integral of f. Exam use: Use for exchanging sums and expectations of nonnegative random variables. Pitfall: The monotone direction and nonnegativity are not optional unless you shift or dominate carefully.	mct,monotone-convergence,nonnegative
durrett_ch1_dominated_convergence	Dominated convergence theorem (1.5 Properties of the Integral)	If f_n converges pointwise a.e. to f and |f_n| is bounded by an integrable g, then integrals of f_n converge to the integral of f. Exam use: The main theorem for passing limits through expectations under a uniform integrable bound. Pitfall: Pointwise boundedness is not enough; the dominating function must be integrable and independent of n.	dct,dominated-convergence,limit
durrett_ch1_expectation_as_integral	Expected value as Lebesgue integral (1.6 Expected Value)	Expectation is the integral of a random variable with respect to the probability measure. Exam use: This unifies discrete sums, density integrals, and abstract random variables. Pitfall: An expectation can be undefined if positive and negative parts are both infinite.	expectation,lebesgue-integral,random-variable
durrett_ch1_expectation_linearity	Linearity and monotonicity of expectation (1.6 Expected Value)	Expectation is linear for integrable random variables and monotone for ordered random variables. Exam use: Use constantly in variance, covariance, martingale, and conditioning calculations. Pitfall: Linearity does not require independence; product factorization does.	expectation,linearity,monotonicity
durrett_ch1_markov_chebyshev	Markov and Chebyshev inequalities (1.6 Expected Value)	Markov bounds the probability of a nonnegative variable exceeding a threshold by its expectation over the threshold; Chebyshev applies this to powers or centered moments. Exam use: Core tool for convergence in probability, LLN proofs, and variance bounds. Pitfall: Check nonnegativity and choose the right moment; a weak moment gives a weak tail bound.	markov-inequality,chebyshev,tail-bound
durrett_ch1_expectation_limit_theorems	Limit theorems for expectation (1.6 Expected Value)	Fatou, monotone convergence, dominated convergence, and bounded convergence all have expectation versions. Exam use: A prelim proof often hinges on naming exactly the right convergence theorem and verifying its hypotheses. Pitfall: Do not cite dominated convergence when you only have bounded expectations; that is a uniform integrability issue, not automatic domination.	expectation,fatou,mct,dct
durrett_ch1_change_of_variables	Change of variables formula (1.6 Expected Value)	If X has law mu and f is measurable, then E[f(X)] equals the integral of f with respect to mu, when the positive or integrable conditions hold. Exam use: Lets you compute expectations using the distribution rather than the underlying sample space. Pitfall: Do not assume a density exists; the law may be discrete, continuous, singular, or mixed.	change-of-variables,law,expectation
durrett_ch1_tail_sum_nonnegative	Tail integral and nonnegative expectations (1.6 Expected Value)	For nonnegative random variables, expectations can often be computed or bounded through tail probabilities. Exam use: Important for moment bounds, heavy-tail examples, and Borel-Cantelli estimates. Pitfall: Mind strict versus non-strict inequalities only at atoms; the integral is unaffected in many continuous-parameter formulas.	tail-integral,nonnegative,fubini
durrett_ch1_common_distributions_expectations	Common expectation computations (1.6 Expected Value)	Chapter 1 reviews expectations for exponential, normal, Bernoulli, Poisson, and geometric distributions. Exam use: These examples are quick diagnostic checks for later characteristic-function and limit problems. Pitfall: Parameterization varies, especially for geometric distributions; state your convention.	common-distributions,expectation,examples
durrett_ch1_inclusion_exclusion	Inclusion-exclusion and Bonferroni (1.6 Expected Value)	The probability of a finite union can be expanded by alternating sums of intersection probabilities, with Bonferroni inequalities for truncations. Exam use: Useful for event-counting, occupancy-style estimates, and bounding union probabilities more sharply than the union bound. Pitfall: The exact formula is finite; infinite versions require additional limiting arguments.	inclusion-exclusion,bonferroni,indicators
durrett_ch1_product_measure	Product measures (1.7 Product Measures, Fubini's Theorem)	Given measure spaces, the product measure is the unique measure on the product sigma-field that agrees with products of measures on measurable rectangles. Exam use: The measure-theoretic basis for joint distributions and independence. Pitfall: A set in the product sigma-field can be much more complicated than a rectangle.	product-measure,rectangles,joint-law
durrett_ch1_sections_measurable	Measurable sections (1.7 Product Measures, Fubini's Theorem)	For a measurable set in a product space, its x-section is measurable in the second space, and section measures are measurable functions of x. Exam use: This is the technical engine behind Fubini and Tonelli. Pitfall: Do not assume section results for nonmeasurable product subsets.	sections,product-space,measurability
durrett_ch1_fubini_tonelli	Fubini and Tonelli theorem (1.7 Product Measures, Fubini's Theorem)	For nonnegative functions, iterated integrals and the product integral agree. For signed functions, the same holds when the absolute integral is finite. Exam use: Use to exchange sums/integrals/expectations and compute expectations by conditioning-like iterated integration. Pitfall: Tonelli handles nonnegative functions even with infinite value; Fubini for signed functions needs integrability.	fubini,tonelli,iterated-integral
durrett_ch1_independence_preview	Product measures as preview of independence (1.7 Product Measures, Fubini's Theorem)	When a joint law factors as a product measure, the coordinates behave independently. Exam use: This prepares for Chapter 2 independence and for computing expectations of products. Pitfall: Independence is a statement about the joint law, not merely about marginal distributions.	product-law,independence,joint-distribution
exercise_method_countable_cocountable_measure	Countable/co-countable probability measure (1.1 Exercises: Probability spaces, sigma-fields, generators, and set algebras)	To verify the countable/co-countable construction, split disjoint families into the cases where all sets are countable or exactly one set is co-countable. Exam use: Exercise 1.1.1 and any probability-space verification on unusual sigma-fields. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	probability-space,countable-additivity,co-countable
exercise_method_borel_generated_by_half_open_rectangles	Borel sigma-field from half-open rectangles (1.1 Exercises: Probability spaces, sigma-fields, generators, and set algebras)	Show half-open rectangles are Borel, then express rational open rectangles as countable unions of half-open rectangles; use the countable rational base. Exam use: Exercises 1.1.2 and 1.1.3; product-measure generation arguments. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	borel,generator,rectangles
exercise_method_increasing_sigma_fields_not_sigma_field	Increasing union of sigma-fields can fail countable closure (1.1 Exercises: Probability spaces, sigma-fields, generators, and set algebras)	Use finite initial-coordinate sigma-fields on N; their union contains every finite set but misses an infinite non-cofinite set such as the evens. Exam use: Exercise 1.1.4; distinguishing algebras from sigma-fields. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	sigma-field,algebra,counterexample
exercise_method_asymptotic_density_block_counterexample	Block construction for asymptotic density counterexamples (1.1 Exercises: Probability spaces, sigma-fields, generators, and set algebras)	Use rapidly growing blocks so the latest block dominates all previous blocks; alternate behavior by blocks to destroy the density of intersections. Exam use: Exercise 1.1.5 and density/limit counterexamples. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	asymptotic-density,counterexample,blocks
exercise_method_piecewise_random_variable_measurability	Piecewise random variable measurability (1.2 Exercises: Distributions, normal tails, transformations, and density calculations)	For Z = X on A and Y on A^c, write {Z <= x} as (A cap {X <= x}) union (A^c cap {Y <= x}). Exam use: Exercise 1.2.1; patching random variables on measurable events. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	measurability,piecewise,random-variable
exercise_method_countable_cdf_discontinuities	Countability of CDF jumps (1.2 Exercises: Distributions, normal tails, transformations, and density calculations)	Group jumps by size bigger than 1/m inside bounded intervals; each group is finite because total CDF increase is at most one. Exam use: Exercise 1.2.3; monotone-function discontinuity arguments. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	cdf,jumps,countability
exercise_method_density_change_of_variables	Monotone density change of variables (1.2 Exercises: Distributions, normal tails, transformations, and density calculations)	For Y=g(X) with g increasing, compute F_Y(y)=P(X <= g^{-1}(y)) and differentiate to get f_X(g^{-1}(y))/g'(g^{-1}(y)). Exam use: Exercises 1.2.5 and 1.2.6; lognormal and affine density transforms. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	density,change-of-variables,cdf
exercise_method_square_transform_density	Density of a square transform (1.2 Exercises: Distributions, normal tails, transformations, and density calculations)	For Y=X^2, use F_Y(y)=P(-sqrt(y)<=X<=sqrt(y)) and differentiate to get [f(sqrt(y))+f(-sqrt(y))]/(2sqrt(y)). Exam use: Exercise 1.2.7; chi-square with one degree of freedom. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	density,chi-square,transformation
exercise_method_rational_cut_sum_measurability	Rational cut proof for sum measurability (1.3 Exercises: Measurability, generated sigma-fields, semicontinuity, and sigma(X) factorization)	Write {X+Y<x} as the countable union over q in Q of {X<q} cap {Y<x-q}. Exam use: Exercise 1.3.2; direct measurability of sums. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	measurability,rationals,sum
exercise_method_closed_sublevel_semicontinuity	Lower semicontinuity via closed sublevel sets (1.3 Exercises: Measurability, generated sigma-fields, semicontinuity, and sigma(X) factorization)	A function is lower semicontinuous iff all sets {f <= a} are closed; sequential closure proves one direction and contradiction via subsequences proves the other. Exam use: Exercise 1.3.5; proving semicontinuous functions are measurable. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	semicontinuity,closed-sets,measurability
exercise_method_oscillation_discontinuity_set	Discontinuity set from upper and lower local envelopes (1.3 Exercises: Measurability, generated sigma-fields, semicontinuity, and sigma(X) factorization)	Define local sup and inf over balls, take limits as radius decreases, and identify discontinuities as the set where the limiting envelopes differ. Exam use: Exercise 1.3.6; measurability of discontinuity sets. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	discontinuity,oscillation,measurability
exercise_method_constructive_sigma_x_representation	Constructive representation of sigma(X)-measurable functions (1.3 Exercises: Measurability, generated sigma-fields, semicontinuity, and sigma(X) factorization)	Quantize Y into dyadic bins, represent each bin as {X in B}, build Borel simple functions f_n, then take a measurable pointwise limit f with Y=f(X). Exam use: Exercises 1.3.8 and 1.3.9; conditional-expectation foundations. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	sigma-x,factorization,dyadic-approximation
exercise_method_zero_integral_nonnegative	Zero integral of nonnegative function implies zero a.e. (1.4 Exercises: Lebesgue integration construction and approximation)	Use sets {f > 1/n}; each has zero measure because integral dominates (1/n) times its measure, and their union is {f>0}. Exam use: Exercise 1.4.1; null-set proofs. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	nonnegative,zero-integral,a-e
exercise_method_dyadic_lower_integral_approximation	Dyadic lower simple approximations (1.4 Exercises: Lebesgue integration construction and approximation)	Approximate f>=0 by 2^{-n} floor(2^n f); the approximants increase to f and their integrals give monotone sums over dyadic level sets. Exam use: Exercise 1.4.2 and simple-function approximation. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	dyadic,simple-functions,mct
exercise_method_l1_continuous_approximation	L1 approximation by continuous functions (1.4 Exercises: Lebesgue integration construction and approximation)	Approximate an integrable function by simple functions, approximate measurable sets by finite interval unions, then round step-function corners. Exam use: Exercise 1.4.3; density of nice functions in L1 on R. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	l1,approximation,continuous-functions
exercise_method_riemann_lebesgue_step_reduction	Riemann-Lebesgue by step-function reduction (1.4 Exercises: Lebesgue integration construction and approximation)	Prove oscillatory integral decay for interval indicators explicitly, then approximate any L1 function by a step function. Exam use: Exercise 1.4.4; oscillatory integral estimates. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	riemann-lebesgue,step-functions,oscillation
exercise_method_essential_supremum_bound	Essential supremum bounds integrals (1.5 Exercises: Lp inequalities, convergence theorems, and absolute continuity of the integral)	If |g| <= ||g||_infty a.e., then |fg| <= ||g||_infty |f| and integration gives the L1-Linfty Holder endpoint. Exam use: Exercise 1.5.1; endpoint Holder inequalities. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	essential-supremum,holder,linfty
exercise_method_lp_to_l_infty_limit	Lp norms converge to Linfty on probability spaces (1.5 Exercises: Lp inequalities, convergence theorems, and absolute continuity of the integral)	Upper bound by essential supremum; lower bound using sets where |f| exceeds M-epsilon and their positive probability. Exam use: Exercise 1.5.2; norm comparisons. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	lp,linfty,probability-space
exercise_method_density_of_simple_functions_in_lp	Simple functions are dense in Lp (1.5 Exercises: Lp inequalities, convergence theorems, and absolute continuity of the integral)	Use pointwise simple approximations bounded by |f|, then dominated convergence on |phi_n-f|^p. Exam use: Exercise 1.5.9; Lp approximation. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	lp,simple-functions,dct
exercise_method_absolute_summability_exchange	Exchange integral and absolutely summable series (1.5 Exercises: Lp inequalities, convergence theorems, and absolute continuity of the integral)	If sum integral |f_n| is finite, then H=sum |f_n| is integrable; dominated convergence applies to partial sums. Exam use: Exercise 1.5.10 and 1.7.1 corollary. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	series,dct,absolute-convergence
exercise_method_strict_jensen_equality	Equality case in strict Jensen (1.6 Exercises: Expectation, Jensen/Chebyshev, moment bounds, and expectation limits)	For strictly convex phi, equality in Jensen forces the random variable to be almost surely constant at its mean. Exam use: Exercise 1.6.1; strict convexity equality cases. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	jensen,strict-convexity,equality-case
exercise_method_two_point_extremizers	Two-point distributions as Chebyshev extremizers (1.6 Exercises: Expectation, Jensen/Chebyshev, moment bounds, and expectation limits)	To prove sharpness of moment/tail inequalities, place small mass at boundary points and the rest at a value chosen to match moments. Exam use: Exercises 1.6.3, 1.6.4, and 1.6.5. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	chebyshev,sharpness,two-point
exercise_method_paley_zygmund_basic	Cauchy-Schwarz lower bound for positive probability (1.6 Exercises: Expectation, Jensen/Chebyshev, moment bounds, and expectation limits)	For Y>=0, Cauchy-Schwarz applied to Y*1_{Y>0} yields P(Y>0) >= (EY)^2/EY^2. Exam use: Exercise 1.6.6; basic Paley-Zygmund-style estimates. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	cauchy-schwarz,lower-bound,paley-zygmund
exercise_method_expectation_tail_truncation	Tail truncation for expectation limits (1.6 Exercises: Expectation, Jensen/Chebyshev, moment bounds, and expectation limits)	Control small or large tails by splitting the event and using continuity of probability plus elementary bounds on the integrand. Exam use: Exercise 1.6.14; limits involving y E(1/X; X>y). Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	tail,truncation,expectation
exercise_method_inclusion_exclusion_indicators	Indicator expansion for inclusion-exclusion and Bonferroni (1.6 Exercises: Expectation, Jensen/Chebyshev, moment bounds, and expectation limits)	Use 1_union = 1 - product_i(1-1_Ai), expand, and take expectations; partial alternating sums give Bonferroni bounds. Exam use: Exercises 1.6.9 and 1.6.10. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	inclusion-exclusion,bonferroni,indicators
exercise_method_layer_cake_formula	Layer-cake formula via product sets (1.7 Exercises: Product measures, Fubini/Tonelli, layer-cake formulas, and Stieltjes integration)	Represent g(x) as the vertical length of {(x,y):0 <= y < g(x)} and apply Tonelli to integrate sections. Exam use: Exercise 1.7.2; tail integrals for nonnegative functions. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	layer-cake,tonelli,tail-integral
exercise_method_stieltjes_integration_by_parts_with_jumps	Stieltjes integration by parts with jump correction (1.7 Exercises: Product measures, Fubini/Tonelli, layer-cake formulas, and Stieltjes integration)	Interpret Stieltjes integrals as product-measure masses of order regions; the diagonal overlap contributes the product of jump masses. Exam use: Exercise 1.7.3. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	stieltjes,integration-by-parts,jumps
exercise_method_interval_sliding_fubini	Sliding interval Fubini identity (1.7 Exercises: Product measures, Fubini/Tonelli, layer-cake formulas, and Stieltjes integration)	Write F(x+c)-F(x) as mu((x,x+c]), swap integrals, and observe each fixed t is counted for exactly c units of x. Exam use: Exercise 1.7.4. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	fubini,distribution-function,sliding-window
exercise_method_sine_integral_fubini	Sine integral via Fubini (1.7 Exercises: Product measures, Fubini/Tonelli, layer-cake formulas, and Stieltjes integration)	Represent sin(x)/x as an integral of e^{-xy} sin(x), integrate in x first, and bound the remaining exponentially damped tails. Exam use: Exercise 1.7.5. Pitfall: Check the hypotheses before reusing the pattern; many Chapter 1 arguments depend on measurability, integrability, monotonicity, or nonnegativity.	fubini,sine-integral,oscillatory-integral
durrett_ch2_event_independence	Independence of events (2.1 Independence)	Events A and B are independent when P(A intersect B) = P(A)P(B); finite families require the product formula for every subfamily. Exam use: Use it as the base language for indicator arguments, Borel-Cantelli, and pairwise-versus-mutual independence examples. Pitfall: Pairwise independence does not imply mutual independence; always check all finite subcollections when the statement says independent.	independence,events,pairwise-vs-mutual
durrett_ch2_rv_sigma_independence	Random variables and sigma-field independence (2.1 Independence)	Random variables are independent exactly when their generated sigma-fields are independent; measurable variables inside independent sigma-fields are independent. Exam use: Lets you move cleanly between event, random-variable, and information-field formulations. Pitfall: Do not confuse uncorrelated with independent; zero covariance is far weaker.	independence,sigma-field,random-variables
durrett_ch2_indicator_independence	Indicators encode event independence (2.1 Independence)	Events A and B are independent if and only if their indicators 1_A and 1_B are independent random variables. Exam use: Useful when converting event problems into expectation or covariance calculations. Pitfall: Independence of indicators is stronger than merely E[1_A 1_B] being computable; it is equivalent here because the variables are binary.	indicators,events,independence
durrett_ch2_pi_lambda_independence	Pi-lambda independence extension (2.1.1 Sufficient Conditions for Independence)	If independent collections are pi-systems, then the sigma-fields they generate are independent. Exam use: High-value proof method for showing independence from checking rectangles, half-lines, or finite-dimensional cylinder sets. Pitfall: The checked classes must be pi-systems and must generate the desired sigma-fields.	pi-lambda,generators,independence
durrett_ch2_independent_blocks	Independence of blocks (2.1.1 Sufficient Conditions for Independence)	Disjoint blocks built from independent families are independent after taking generated sigma-fields. Exam use: Use this to show X_1 is independent of functions of X_2,...,X_n, or that future increments are independent of past events. Pitfall: The blocks must be formed from disjoint subfamilies of an independent family.	blocks,sigma-fields,independent-families
durrett_ch2_functions_of_independent_blocks	Functions of independent blocks (2.1.1 Sufficient Conditions for Independence)	Measurable functions of disjoint independent blocks remain independent. Exam use: Essential for random walks: past maxima and future increments can be separated. Pitfall: The functions may be complicated, but they cannot reuse variables from another block.	measurable-functions,blocks,random-walk
