id	front	back	tags
durrett_ch3_continuous_mapping_theorem	Continuous mapping theorem (3.2.2 Theory)	If X_n converges in distribution to X and g is measurable with P(X in D_g)=0, then g(X_n) converges in distribution to g(X). Exam use: Use for Slutsky-type transformations, maxima maps, ratios away from zero, and normalization changes. Pitfall: A discontinuity with positive limit probability can invalidate the conclusion.	continuous-mapping,weak-convergence,discontinuity-set
durrett_ch3_portmanteau_open_closed	Portmanteau open-closed criteria (3.2.2 Theory)	Weak convergence is equivalent to lower bounds on open sets, upper bounds on closed sets, and convergence on Borel sets whose boundary has limit probability zero. Exam use: Use when events are not intervals but have negligible boundary under the limit. Pitfall: The direction of the inequalities is easy to reverse; open sets get liminf lower bounds and closed sets get limsup upper bounds.	portmanteau,open-sets,closed-sets
durrett_ch3_helly_selection_tightness	Helly selection and tightness (3.2.2 Theory)	Every sequence of distribution functions has a vaguely convergent subsequence; subsequential limits are probability laws exactly when mass is tight. Exam use: Core compactness tool for proving existence of subsequential distributional limits. Pitfall: Vague subsequential limits can lose mass, so Helly alone is not enough for weak convergence.	helly,tightness,subsequences
durrett_ch3_moment_tightness_criterion	Moment tightness criterion (3.2.2 Theory)	If sup_n E phi(X_n) is finite for some nonnegative phi with phi(x) tending to infinity as |x| tends to infinity, then the laws of X_n are tight. Exam use: Fast tightness check using bounded moments or coercive Lyapunov functions. Pitfall: A bounded first or second moment gives tightness, but tightness does not require moments.	tightness,markov,moment-bound
durrett_ch3_subsequence_principle_weak	Subsequence principle for weak convergence (3.2.2 Theory)	If every subsequence has a further subsequence converging weakly to the same law, then the full sequence converges weakly to that law. Exam use: Useful for proving convergence after compactness/tightness arguments. Pitfall: The further subsequential limit must be uniquely identified; tightness only gives candidates.	subsequence,weak-convergence,uniqueness
durrett_ch3_convergence_in_probability_to_distribution	Convergence in probability implies weak convergence (3.2 Exercises and Consequences)	If X_n tends to X in probability, then X_n converges in distribution to X; if X_n converges in distribution to a constant c, then X_n tends to c in probability. Exam use: Often used to replace negligible error terms in limit theorems. Pitfall: Weak convergence to a nonconstant random variable does not imply convergence in probability on the original space.	convergence-in-probability,weak-convergence,constant-limit
durrett_ch3_converging_together_slutsky	Converging together and Slutsky patterns (3.2 Exercises and Consequences)	If X_n converges in distribution to X and Y_n converges in distribution to a constant c, then X_n+Y_n, X_n Y_n, and X_n/Y_n (c not 0) converge to the corresponding transformed limits. Exam use: Indispensable for replacing random normalizers by deterministic limits. Pitfall: The denominator case needs the limit constant away from zero.	slutsky,converging-together,random-normalization
durrett_ch3_characteristic_function_definition	Characteristic function basics (3.3.1 Definition, Inversion Formula)	The characteristic function of X is phi(t)=E exp(i t X); it is uniformly continuous, positive definite, satisfies phi(0)=1, and determines the distribution. Exam use: Main transform language for CLT and distributional convergence. Pitfall: A pointwise limit of characteristic functions is a characteristic function only if it is continuous at zero.	characteristic-functions,positive-definite,transforms
durrett_ch3_cf_independent_sums	Characteristic functions multiply for independent sums (3.3.1 Definition, Inversion Formula)	If X and Y are independent, the characteristic function of X+Y is phi_X(t) phi_Y(t). Exam use: Turns sums of independent random variables into products and powers of transforms. Pitfall: The product rule requires independence; uncorrelated variables are not enough.	independent-sums,characteristic-functions,convolution
durrett_ch3_standard_characteristic_functions	Standard characteristic function table (3.3.1 Definition, Inversion Formula)	Coin flip: cos t; Poisson(lambda): exp(lambda(e^{it}-1)); normal(mu,sigma^2): exp(i mu t - sigma^2 t^2/2); uniform(a,b): (e^{itb}-e^{ita})/(it(b-a)); exponential(lambda): lambda/(lambda-it). Exam use: Recognition table for prelim transform calculations. Pitfall: Check parameter conventions carefully, especially normal variance and exponential rate versus mean.	cf-table,normal,poisson,exponential
durrett_ch3_cf_inversion_formula	Characteristic function inversion formula (3.3.1 Definition, Inversion Formula)	A distribution can be recovered from its characteristic function by integrating (exp(-ita)-exp(-itb))/(it) against phi(t) over symmetric intervals and taking limits at continuity endpoints. Exam use: Use to prove uniqueness and to identify distributional limits from transforms. Pitfall: Endpoint atoms require care; inversion is cleanest for intervals whose endpoints have zero mass.	inversion,fourier,uniqueness
durrett_ch3_integrable_cf_density	Integrable characteristic function gives bounded density (3.3.1 Definition, Inversion Formula)	If a characteristic function is integrable, the distribution has a bounded continuous density given by Fourier inversion. Exam use: Shows stable or limiting laws have densities when their characteristic functions are integrable. Pitfall: Integrability of phi is sufficient, not necessary, for having a density.	density,fourier-inversion,integrable-cf
durrett_ch3_levy_continuity_theorem	Levy continuity theorem (3.3.2 Weak Convergence)	Probability measures converge weakly iff their characteristic functions converge pointwise to a function continuous at zero, in which case the limit is the characteristic function of the weak limit. Exam use: The main engine for proving CLT, Poisson limits, stable limits, and multivariate limit theorems. Pitfall: Pointwise convergence to a discontinuous-at-zero function does not define a probability limit.	levy-continuity,weak-convergence,characteristic-functions
durrett_ch3_derivatives_moments	Moments from characteristic function derivatives (3.3.3 Moments and Derivatives)	If E|X|^n is finite, then phi has n derivatives and phi^{(k)}(0)=i^k E X^k for k up to n. Exam use: Compute moments and build Taylor expansions for CLT proofs. Pitfall: Existence of a few derivatives at zero can be subtler than finite moments unless the theorem's hypotheses are met.	moments,derivatives,taylor-expansion
durrett_ch3_second_order_cf_expansion	Second-order characteristic function expansion (3.3.3 Moments and Derivatives)	If EX=0 and EX^2=sigma^2 is finite, then phi(t)=1-sigma^2 t^2/2+o(t^2) as t tends to zero. Exam use: This is the one-line input behind the iid CLT by characteristic functions. Pitfall: The expansion is local near zero; do not apply it at fixed nonzero t without scaling.	second-moment,cf-expansion,clt
durrett_ch3_polya_criterion	Polya criterion for characteristic functions (3.3.4 Polya's Criterion)	A real, nonnegative, even, convex-on-positive-rays function with phi(0)=1 and phi(t) tending to 0 at infinity is a characteristic function. Exam use: Useful for constructing stable-law examples such as exp(-|t|^alpha) for 0<alpha<2. Pitfall: The criterion is sufficient, not necessary; many characteristic functions are not nonnegative or convex.	polya,construction,stable-laws
durrett_ch3_moment_problem_carleman	Moment problem and Carleman-type uniqueness (3.3.5 The Moment Problem)	Under suitable growth conditions on even moments, a distribution is determined by its moments. Exam use: Helps decide when matching all moments identifies a law. Pitfall: Moment equality alone is not always enough; lognormal-type examples show nonuniqueness can occur.	moment-problem,carleman,uniqueness
durrett_ch3_iid_clt	IID central limit theorem (3.4.1 i.i.d. Sequences)	If X_i are iid with mean mu and variance sigma^2 in (0,infinity), then (S_n-n mu)/(sigma sqrt(n)) converges in distribution to standard normal. Exam use: The central theorem for normal approximations and asymptotic distribution calculations. Pitfall: Finite nonzero variance is required for this form; infinite variance can lead to nonnormal stable limits.	clt,iid,normal-limit
durrett_ch3_normal_approximation_continuity_correction	Normal approximation and continuity correction (3.4.1 i.i.d. Sequences)	For binomial or lattice sums, approximate probabilities by normal intervals and shift interval endpoints by half a lattice step for better accuracy. Exam use: Useful for coin-flip, dice, roulette, binomial, and Poisson approximations. Pitfall: The CLT gives large-n accuracy; small tails and lattice endpoints may need correction or sharper bounds.	normal-approximation,binomial,continuity-correction
durrett_ch3_triangular_array_lindeberg_feller	Lindeberg-Feller central limit theorem (3.4.2 Triangular Arrays)	For independent mean-zero triangular arrays with total variance tending to 1, the row sum converges to standard normal iff the Lindeberg condition holds. Exam use: The main CLT for non-identically distributed arrays. Pitfall: The condition is row-wise; do not replace it by iid assumptions unless the array is built that way.	lindeberg-feller,triangular-array,clt
durrett_ch3_lyapunov_condition	Lyapunov condition implies Lindeberg (3.4.2 Triangular Arrays)	If a triangular array has normalized (2+delta)-moments whose row sum tends to zero, then the Lindeberg condition holds. Exam use: Quick sufficient check for triangular-array CLTs. Pitfall: Lyapunov is stronger than Lindeberg; failure of Lyapunov does not rule out a CLT.	lyapunov,lindeberg,moment-condition
durrett_ch3_random_index_clt	Random index CLT (3.4.1 i.i.d. Sequences)	If N_t/a(t) tends to 1 in probability and iid centered finite-variance sums satisfy the CLT, then S_{N_t}/sqrt(a(t)) has the same normal limit. Exam use: Useful for renewal CLTs and random-sample-size problems. Pitfall: The random index must be close on the scale needed by the partial-sum fluctuations.	random-index,clt,renewal
durrett_ch3_erdos_kac	Erdos-Kac central limit theorem (3.4.3 Prime Divisors)	The number of distinct prime divisors of a uniformly chosen integer up to n, after centering and scaling by log log n, converges to the standard normal law. Exam use: A landmark example where arithmetic statistics obey a CLT. Pitfall: The variance scale is log log n, not log n.	erdos-kac,number-theory,bernoulli-approximation
durrett_ch3_berry_esseen	Berry-Esseen rate (3.4.4 Rates of Convergence)	For iid centered variables with finite third absolute moment and variance one, the normal approximation error in Kolmogorov distance is O(E|X|^3/sqrt(n)). Exam use: Use when a problem asks for an explicit CLT error rate. Pitfall: Finite variance alone gives convergence but not this rate.	berry-esseen,rates,kolmogorov-distance
durrett_ch3_lattice_span	Lattice span from characteristic functions (3.5 Local Limit Theorems)	For a lattice distribution, the set of t with |phi(t)|=1 encodes the lattice spacing; otherwise |phi(t)|<1 away from zero on compact intervals. Exam use: Key diagnostic for local limit theorems. Pitfall: Local limits differ in lattice and nonlattice cases; the span matters.	lattice,characteristic-functions,local-limit
durrett_ch3_local_limit_theorem	Local limit theorem (3.5 Local Limit Theorems)	Under suitable lattice hypotheses and finite variance, point probabilities of centered sums are approximated by the normal density times the lattice spacing over sqrt(n). Exam use: Use when approximating exact probabilities, not just cumulative probabilities. Pitfall: The ordinary CLT does not imply local probability estimates by itself.	local-limit,lattice,normal-density
durrett_ch3_poisson_triangular_array	Poisson convergence for rare Bernoulli arrays (3.6.1 The Basic Limit Theorem)	For independent Bernoulli variables in row n, if the maximum success probability tends to zero and the sum of success probabilities tends to lambda, then the row sum converges to Poisson(lambda). Exam use: The standard law of small numbers for rare-event counts. Pitfall: The largest individual probability must vanish; total mean convergence alone is not enough.	poisson-convergence,law-of-small-numbers,bernoulli-array
durrett_ch3_total_variation_poisson_approximation	Total variation Poisson approximation (3.6.1 The Basic Limit Theorem)	A sum of independent Bernoulli variables is close in total variation to a Poisson variable with matching mean when the sum of squared success probabilities is small. Exam use: Gives quantitative Poisson approximation for rare counts. Pitfall: Total variation is stronger than weak convergence; the error bound depends on small individual probabilities.	total-variation,poisson-approximation,rare-events
durrett_ch3_matching_fixed_points	Matching fixed points converge to Poisson (3.6.2 Two Examples with Dependence)	The number of fixed points in a uniform random permutation converges to Poisson(1). Exam use: Classic dependent rare-event Poisson limit. Pitfall: The indicators are not independent, so the basic Bernoulli-array theorem does not apply directly.	matching,fixed-points,poisson-limit
durrett_ch3_occupancy_empty_boxes	Occupancy empty-box Poisson limit (3.6.2 Two Examples with Dependence)	When r balls are thrown into n boxes and n exp(-r/n) tends to lambda, the number of empty boxes converges to Poisson(lambda). Exam use: Appears in coupon collector and hashing problems. Pitfall: Empty-box events are dependent; independence heuristics need justification.	occupancy,empty-boxes,poisson-limit
durrett_ch3_poisson_process_increments	Poisson process from independent increments (3.7 Poisson Processes)	A counting process with stationary independent increments, no multiple jumps in small intervals, and jump probability asymptotic to lambda h has N(0,t) distributed as Poisson(lambda t). Exam use: Foundation for continuous-time rare-event models. Pitfall: The small-interval multiple-jump condition is needed to reduce counts to Bernoulli indicators.	poisson-process,independent-increments,counting-process
durrett_ch3_compound_poisson	Compound Poisson process (3.7.1 Compound Poisson Processes)	If N is a Poisson process and Y_i are iid jumps independent of N, then sum_{i<=N(t)} Y_i is a compound Poisson process with characteristic function exp(lambda t (E exp(i theta Y)-1)). Exam use: Models random sums and jump processes with nonunit jump sizes. Pitfall: Do not confuse the rate of arrivals with the distribution of jump sizes.	compound-poisson,random-sum,jump-process
durrett_ch3_poisson_thinning	Thinning of a Poisson process (3.7.2 Thinning)	If each point of a rate lambda Poisson process is independently assigned a type j with probability p_j, then the type-specific counting processes are independent Poisson processes with rates lambda p_j. Exam use: Use for marked processes, occupancy via Poissonization, and splitting arrivals into classes. Pitfall: Independence of the marks is essential for independent thinned processes.	thinning,marked-poisson,independent-poisson
durrett_ch3_poisson_order_statistics	Poisson arrivals conditional on count are order statistics (3.7.3 Conditioning)	Given N(t)=n in a homogeneous Poisson process, the arrival times in [0,t] have the same joint distribution as the order statistics of n iid uniform(0,t) variables. Exam use: Turns Poisson-process conditioning questions into uniform order-statistic problems. Pitfall: This is conditional on the count; unconditionally the arrival times are not a fixed-size sample.	poisson-process,conditioning,order-statistics
durrett_ch3_stable_law_domain_attraction	Stable law domain of attraction (3.8 Stable Laws)	Heavy-tailed iid sums with regularly varying tails of index alpha in (0,2) converge after n^{1/alpha}-type scaling and suitable centering to an alpha-stable law. Exam use: Explains nonnormal limits when variance is infinite. Pitfall: Centering depends on alpha and tail balance; do not reuse finite-variance CLT normalization.	stable-laws,heavy-tails,domain-of-attraction
durrett_ch3_stable_characteristic_exponent	Stable characteristic exponent (3.8 Stable Laws)	Stable laws have characteristic functions with exponent governed by alpha, scale, skewness, and centering parameters; symmetric stable laws have exp(-c |t|^alpha). Exam use: Recognition tool for identifying stable limits from characteristic functions. Pitfall: The alpha=1 case has special logarithmic centering behavior in nonsymmetric cases.	stable-laws,characteristic-functions,heavy-tails
durrett_ch3_convergence_of_types	Convergence of types theorem (3.8 Stable Laws)	If a_n X_n+b_n converges to a nondegenerate limit and c_n X_n+d_n converges to another nondegenerate limit, then c_n/a_n and d_n-b_n c_n/a_n have limits linking the two laws by affine transformation. Exam use: Useful for proving uniqueness of scaling and centering in stable-limit problems. Pitfall: The limit must be nondegenerate; constants allow pathological normalization changes.	convergence-of-types,normalization,stable-laws
durrett_ch3_infinitely_divisible_definition	Infinitely divisible distributions (3.9 Infinitely Divisible Distributions)	A distribution is infinitely divisible if for every n it can be represented as the law of a sum of n iid random variables. Exam use: Normal, Poisson, compound Poisson, and stable laws are key examples. Pitfall: Not every distribution is infinitely divisible; bounded nonconstant laws are not.	infinitely-divisible,triangular-arrays,limit-laws
durrett_ch3_levy_khinchin	Levy-Khinchin representation (3.9 Infinitely Divisible Distributions)	Characteristic functions of infinitely divisible laws have an exponent decomposed into drift, Gaussian variance, and an integral term governed by a Levy measure. Exam use: The master formula unifying normal, Poisson, compound Poisson, and stable laws. Pitfall: The Levy measure is not a probability measure; it controls jump intensity and must satisfy an integrability condition near zero.	levy-khinchin,infinitely-divisible,levy-measure
durrett_ch3_multivariate_weak_convergence	Multivariate weak convergence (3.10 Limit Theorems in R^d)	Weak convergence in R^d can be defined through bounded continuous test functions, rectangle distribution functions at continuity points, or probability convergence on continuity sets. Exam use: Needed for joint convergence, random vectors, and multivariate CLT. Pitfall: Coordinatewise convergence alone does not imply joint convergence unless dependence is controlled.	multivariate,weak-convergence,random-vectors
durrett_ch3_multivariate_cf_convergence	Multivariate characteristic function convergence (3.10 Limit Theorems in R^d)	Random vectors converge in distribution iff their multivariate characteristic functions converge pointwise to a function continuous at the origin. Exam use: Primary method for proving joint limit theorems. Pitfall: Checking only marginal characteristic functions misses dependence; the full vector transform is needed.	multivariate-cf,levy-continuity,joint-convergence
durrett_ch3_cramer_wold	Cramer-Wold device (3.10 Limit Theorems in R^d)	A sufficient and standard condition for X_n in R^d to converge to X is that theta dot X_n converges in distribution to theta dot X for every theta in R^d. Exam use: Turns multivariate convergence into one-dimensional convergence problems. Pitfall: All directions theta are needed; finitely many coordinate projections are not enough.	cramer-wold,projections,joint-convergence
durrett_ch3_multivariate_clt	Central limit theorem in R^d (3.10 Limit Theorems in R^d)	For iid random vectors with mean vector m and covariance matrix Sigma, n^{-1/2} sum (X_i-m) converges to a multivariate normal with covariance Sigma. Exam use: Use for joint asymptotic normality and random-walk scaling in higher dimensions. Pitfall: A singular covariance matrix still gives a valid degenerate multivariate normal limit.	multivariate-clt,normal-vector,covariance
