id	front	back	tags
durrett_ch4_regular_conditional_distribution	Regular conditional distributions (4.1.3 Regular Conditional Probabilities*)	A regular conditional distribution gives a probability kernel whose A-coordinate versions equal P(X in A|G). Exam use: Use when a problem wants conditioning as a genuine conditional law rather than one function at a time. Pitfall: Regular conditional probabilities need not exist on arbitrary measurable spaces.	regular-conditional-probability,kernels,nice-spaces
durrett_ch4_martingale_definition	Martingale, submartingale, and supermartingale definitions (4.2 Martingales, Almost Sure Convergence)	An adapted integrable process is a martingale when E(X_{n+1}|F_n)=X_n; replacing equality by >= or <= gives submartingales or supermartingales. Exam use: Every martingale problem starts by identifying the filtration, integrability, adaptedness, and the one-step conditional expectation. Pitfall: The filtration is part of the data; a process can be a martingale for one filtration and not another.	martingales,filtration,adapted
durrett_ch4_random_walk_martingales	Linear, quadratic, and exponential random-walk martingales (4.2 Martingales, Almost Sure Convergence)	For iid increments, S_n-n mu, S_n^2-n sigma^2 in the centered finite-variance case, and exp(theta S_n)/phi(theta)^n are martingales under their natural hypotheses. Exam use: These are the main engines for gambler's ruin, hitting probabilities, Wald identities, and exponential tail bounds. Pitfall: The exponential martingale requires the moment generating function to be finite at the chosen theta.	random-walk,exponential-martingale,quadratic-martingale
durrett_ch4_multi_step_martingale_property	Multi-step conditional expectation property (4.2 Martingales, Almost Sure Convergence)	For n>m, martingales satisfy E(X_n|F_m)=X_m; submartingales give >= and supermartingales give <=. Exam use: Use whenever a future stopped or terminal value is related back to present information. Pitfall: The direction of the inequality reverses between submartingales and supermartingales.	martingales,tower-property,filtration
durrett_ch4_convex_transform_submartingale	Convex transforms make submartingales (4.2 Martingales, Almost Sure Convergence)	A convex function of a martingale is a submartingale; an increasing convex function of a submartingale is also a submartingale. Exam use: Build nonnegative submartingales such as |X_n|, X_n^2, and exp(theta X_n) for maximal inequalities. Pitfall: The transformed variables must be integrable.	jensen,submartingale,convexity
durrett_ch4_martingale_transform_no_gambling_system	Martingale transforms and no profitable gambling systems (4.2 Martingales, Almost Sure Convergence)	If H_n is nonnegative predictable and X is a supermartingale, then the gains process sum H_m(X_m-X_{m-1}) is a supermartingale. Exam use: Formalizes optional betting strategies and proves stopped supermartingales remain supermartingales. Pitfall: Predictability is essential; stakes cannot depend on the next outcome.	martingale-transform,predictable,gambling-system
durrett_ch4_stopped_process_supermartingale	Stopped processes preserve martingale type (4.2 Martingales, Almost Sure Convergence)	If N is a stopping time and X is a supermartingale, then X_{N wedge n} is a supermartingale; analogous statements hold for martingales and submartingales. Exam use: Use before applying convergence or inequality theorems to hitting-time stopped processes. Pitfall: Stopping alone does not guarantee equality of expectations at unbounded times.	stopping-time,stopped-process,optional-stopping
durrett_ch4_upcrossing_inequality	Doob upcrossing inequality (4.2 Martingales, Almost Sure Convergence)	For a submartingale, the expected number of upcrossings of [a,b] up to n is bounded by E(X_n-a)^+/(b-a). Exam use: The key tool for proving almost sure convergence from bounded positive expectations. Pitfall: The interval is [a,b] with a<b; upcrossings are completed crossings, not mere visits.	upcrossing,submartingale,convergence
durrett_ch4_martingale_convergence_theorem	Submartingale almost sure convergence theorem (4.2 Martingales, Almost Sure Convergence)	If X_n is a submartingale with sup_n E X_n^+ finite, then X_n converges almost surely to a finite limit. Exam use: A default convergence theorem for bounded or nonnegative martingales after choosing the right sign. Pitfall: Almost sure convergence does not automatically imply L1 convergence or preservation of expectations.	martingale-convergence,upcrossing,almost-sure
durrett_ch4_nonnegative_supermartingale_convergence	Nonnegative supermartingale convergence (4.2 Martingales, Almost Sure Convergence)	Every nonnegative supermartingale converges almost surely to a finite limit, with finite expected limit bounded by the initial expectation. Exam use: Extremely useful for likelihood ratios, branching process normalizations, and stopped random walks. Pitfall: The limit can have smaller expectation than X_0; equality needs uniform integrability or stronger optional stopping conditions.	nonnegative-supermartingale,almost-sure-convergence,fatou
durrett_ch4_bounded_increment_convergence	Bounded-increment convergence criterion (4.3.1 Bounded Increments)	A supermartingale with bounded increments cannot keep drifting on a bounded interval without converging; stopping and shifting make it nonnegative. Exam use: Use for random walks or games where increments are controlled but the process is not globally nonnegative. Pitfall: You must first localize so the shifted stopped process is nonnegative.	bounded-increments,stopping,convergence
durrett_ch4_doob_decomposition	Doob decomposition (4.3 Examples)	Every submartingale decomposes uniquely into a martingale plus an increasing predictable process starting at zero. Exam use: Separates random fluctuation from predictable drift in counting-process and indicator-sum arguments. Pitfall: The compensator is predictable, not optional; its increment is known one step earlier.	doob-decomposition,compensator,submartingale
durrett_ch4_conditional_borel_cantelli	Conditional Borel-Cantelli lemma (4.3 Examples)	For adapted events B_n, occurrence infinitely often is controlled by the divergence or convergence of the conditional probability sums E(1_{B_n}|F_{n-1}). Exam use: Use for dependent trials where ordinary independence is unavailable but conditional probabilities are tractable. Pitfall: The conditioning must be on the past; replacing it by unconditional probabilities loses the theorem's content.	borel-cantelli,conditional-probability,martingales
durrett_ch4_polya_urn_martingale	Polya urn proportion martingale (4.3.2 Polya's Urn Scheme)	In Polya's urn, the fraction of balls of one color is a bounded martingale and therefore converges almost surely. Exam use: A model example for bounded martingale convergence and beta-limit intuition. Pitfall: Almost sure convergence alone does not identify the limiting distribution without extra computation.	polya-urn,bounded-martingale,beta
durrett_ch4_radon_nikodym_derivative_martingale	Radon-Nikodym derivative martingales (4.3.3 Radon-Nikodym Derivatives)	If mu_n and nu_n are restrictions to F_n with mu_n absolutely continuous with respect to nu_n, then dmu_n/dnu_n forms a nonnegative martingale under nu. Exam use: Use to compare infinite product measures and prove absolute-continuity versus singularity alternatives. Pitfall: Finite-dimensional absolute continuity does not by itself guarantee infinite-dimensional absolute continuity.	radon-nikodym,likelihood-ratio,absolute-continuity
durrett_ch4_branching_process_normalized_martingale	Branching process normalized martingale (4.3.4 Branching Processes)	For a Galton-Watson process with mean mu, Z_n/mu^n is a nonnegative martingale when mu is positive. Exam use: The central martingale for extinction, survival, and supercritical growth questions. Pitfall: In the supercritical case the martingale limit may still be zero unless an L log L condition holds.	branching-process,galton-watson,nonnegative-martingale
durrett_ch4_bounded_stopping_submartingale_expectation	Bounded optional sampling inequality (4.4 Doob's Inequality, Convergence in Lp, p>1)	If X is a submartingale and N is a bounded stopping time, then E X_0 <= E X_N <= E X_k for a bound k on N. Exam use: The bounded-time version of optional sampling used inside maximal inequality proofs. Pitfall: Boundedness of the stopping time is doing real work; unbounded stopping can fail.	optional-sampling,bounded-stopping,submartingale
durrett_ch4_doob_maximal_inequality	Doob maximal inequality (4.4 Doob's Inequality, Convergence in Lp, p>1)	For a submartingale, lambda P(max_{m<=n} X_m >= lambda) is bounded by the expected terminal value on the event that the maximum exceeds lambda. Exam use: Use to control suprema of martingales, derive Kolmogorov inequalities, and prove Lp convergence. Pitfall: Apply it to nonnegative submartingales such as |X_n| or X_n^2 when signs are an issue.	doob-inequality,maximal-inequality,submartingale
durrett_ch4_lp_maximum_inequality	Doob Lp maximum inequality (4.4 Doob's Inequality, Convergence in Lp, p>1)	For p>1, the Lp norm of max_{m<=n} |X_m| is bounded by p/(p-1) times the Lp norm of X_n for martingales and suitable submartingales. Exam use: The main route from uniform Lp bounds to almost sure and Lp convergence. Pitfall: There is no comparable L1 maximal inequality without extra hypotheses.	lp,maximal-inequality,doob
durrett_ch4_lp_martingale_convergence	Lp martingale convergence theorem (4.4 Doob's Inequality, Convergence in Lp, p>1)	If a martingale has sup_n E|X_n|^p finite for some p>1, then X_n converges almost surely and in Lp. Exam use: A clean sufficient condition for exchanging martingale limits with p-th moments. Pitfall: The theorem needs p>1; L1 convergence requires uniform integrability instead.	lp-convergence,martingales,uniform-lp-bound
durrett_ch4_orthogonal_martingale_increments	Orthogonality of square-integrable martingale increments (4.4 Doob's Inequality, Convergence in Lp, p>1)	Square-integrable martingale increments are orthogonal, so variances of sums add across increments. Exam use: Use for L2 bounds, variance computations, and quadratic martingale arguments. Pitfall: Orthogonality is not independence; it is a second-moment identity.	orthogonality,increments,l2-martingales
durrett_ch4_conditional_variance_formula_martingales	Conditional variance formula for martingales (4.4 Doob's Inequality, Convergence in Lp, p>1)	For square-integrable martingales, conditional second-moment growth is the sum of conditional variances of increments. Exam use: Use to estimate quadratic variation and prove convergence from summable conditional variances. Pitfall: Use conditional variances of increments, not unconditional variances unless independence or identical structure justifies it.	conditional-variance,quadratic-variation,l2
durrett_ch4_square_integrable_martingale_quadratic_variation	Square-integrable martingales and quadratic variation (4.5 Square Integrable Martingales*)	For square-integrable martingales, the predictable accumulated conditional variance A_n governs maximal L2 bounds and convergence. Exam use: Use when convergence depends on summability of conditional variances rather than bounded increments. Pitfall: The predictable quadratic variation is not the same as the realized squared-increment sum.	square-integrable,quadratic-variation,predictable-variation
durrett_ch4_martingale_strong_law_from_variances	Martingale strong-law normalization (4.5 Square Integrable Martingales*)	If a square-integrable martingale has controlled predictable quadratic variation, then X_n normalized by a suitable increasing function of A_n tends to zero. Exam use: Generalizes Kolmogorov strong-law arguments to martingale differences. Pitfall: Choose a normalization satisfying the required integral/summability condition.	strong-law,martingale-differences,normalization
durrett_ch4_uniform_integrability_definition	Uniform integrability (4.6 Uniform Integrability, Convergence in L1)	A family is uniformly integrable when the tail expectations sup E(|X|; |X|>K) go to zero as K goes to infinity. Exam use: The exact condition needed to upgrade probability or a.s. convergence to L1 convergence. Pitfall: Bounded L1 norms alone do not imply uniform integrability.	uniform-integrability,l1,tail-control
durrett_ch4_ui_plus_probability_equals_l1	Uniform integrability plus probability convergence gives L1 convergence (4.6 Uniform Integrability, Convergence in L1)	If X_n is uniformly integrable and X_n converges in probability to X, then X is integrable and X_n converges to X in L1. Exam use: Use after proving almost sure martingale convergence to obtain L1 convergence. Pitfall: Convergence in probability without uniform integrability is not enough for L1 convergence.	uniform-integrability,l1-convergence,probability-convergence
durrett_ch4_submartingale_l1_convergence_equivalences	Submartingale L1 convergence equivalences (4.6 Uniform Integrability, Convergence in L1)	For submartingales, uniform integrability is equivalent to almost sure and L1 convergence to an integrable limit under the standard convergence hypotheses. Exam use: Decides when the limit preserves first moments. Pitfall: Almost sure convergence from Chapter 4.2 by itself is weaker than L1 convergence.	submartingale,uniform-integrability,l1-convergence
durrett_ch4_closed_martingales_ui_equivalence	Closed martingales and uniform integrability (4.6 Uniform Integrability, Convergence in L1)	A martingale is uniformly integrable iff it converges in L1 iff it can be written as X_n=E(X|F_n) for some integrable terminal variable X. Exam use: The main structural test for optional stopping at unbounded times. Pitfall: A martingale can converge a.s. but fail to be closed by an L1 terminal variable.	closed-martingale,uniform-integrability,l1
durrett_ch4_levy_upward_theorem	Levy upward theorem (4.6 Uniform Integrability, Convergence in L1)	If F_n increases to F_infinity, then E(X|F_n) converges almost surely and in L1 to E(X|F_infinity). Exam use: Use to prove Levy's 0-1 law and conditional dominated convergence. Pitfall: The limiting sigma-field is generated by the increasing union, not simply the pointwise union as a collection.	levy-theorem,increasing-filtration,conditional-expectation
durrett_ch4_levy_zero_one_law	Levy's 0-1 law (4.6 Uniform Integrability, Convergence in L1)	If A belongs to the limiting sigma-field of an increasing filtration, then P(A|F_n) converges almost surely to 1_A. Exam use: Use to convert better and better finite information into eventual certainty for tail-like events inside the generated limit. Pitfall: This is different from Kolmogorov's 0-1 law, which concerns independent tail sigma-fields.	levy-zero-one,conditional-probability,filtration
durrett_ch4_backward_martingale_convergence	Backward martingale convergence (4.7 Backwards Martingales)	A martingale indexed backward in time, with decreasing sigma-fields, converges almost surely and in L1 to its conditional expectation on the tail intersection. Exam use: The engine behind the strong law, Hewitt-Savage, and de Finetti-style results. Pitfall: The index direction matters: sigma-fields decrease as time moves backward.	backward-martingale,tail-sigma-field,l1-convergence
durrett_ch4_levy_downward_theorem	Levy downward theorem (4.7 Backwards Martingales)	If F_n decreases to F_{-infinity}, then E(Y|F_n) converges almost surely and in L1 to E(Y|F_{-infinity}). Exam use: Use for exchangeability, tail sigma-fields, and reverse filtrations. Pitfall: Do not replace the intersection by a limiting union; this is the downward theorem.	levy-downward,backward-martingale,conditional-expectation
durrett_ch4_slln_via_backward_martingales	Strong law via backward martingales (4.7 Backwards Martingales)	For iid integrable variables, sample averages can be represented through decreasing symmetric-information sigma-fields and converge to the mean. Exam use: A conceptual proof of the strong law that also prepares de Finetti arguments. Pitfall: The iid and integrability assumptions are doing the work; this is not a variance proof.	strong-law,iid,backward-martingale
durrett_ch4_hewitt_savage_zero_one	Hewitt-Savage 0-1 law (4.7 Backwards Martingales)	For iid sequences, every event invariant under finite permutations has probability 0 or 1. Exam use: Use when an event is exchangeable rather than merely tail-measurable. Pitfall: Permutation invariance is stronger/different than tail measurability; check the event carefully.	hewitt-savage,zero-one-law,exchangeability
durrett_ch4_definetti_theorem	de Finetti theorem for exchangeable sequences (4.7 Backwards Martingales)	Exchangeable sequences are conditionally iid given the exchangeable tail information; in the binary case they are mixtures of iid Bernoulli sequences. Exam use: Recognize hidden-random-parameter representations in exchangeable models. Pitfall: Exchangeability is weaker than independence but stronger than identical marginal distributions.	de-finetti,exchangeability,mixtures
durrett_ch4_optional_stopping_ui	Optional stopping for uniformly integrable martingales (4.8 Optional Stopping Theorems)	Uniformly integrable martingales satisfy optional sampling for arbitrary stopping times, with stopped values inheriting the martingale inequalities. Exam use: The cleanest condition under which E X_N = E X_0 is valid for unbounded N. Pitfall: Without uniform integrability or another sufficient condition, optional stopping can fail dramatically.	optional-stopping,uniform-integrability,stopping-time
durrett_ch4_optional_stopping_integrable_terminal	Optional stopping with integrable terminal value (4.8 Optional Stopping Theorems)	If X_N is integrable and the pre-stopping tails X_n 1_{N>n} are uniformly integrable, then X_{N wedge n} is uniformly integrable and optional stopping applies. Exam use: A practical checklist for hitting times where the stopped value is bounded or controlled. Pitfall: Finite expectation of N alone is not the same as this UI tail condition, though bounded increments can imply useful variants.	optional-stopping,terminal-value,uniform-integrability
durrett_ch4_wald_equation	Wald's equation via optional stopping (4.8 Optional Stopping Theorems)	For iid integrable increments with mean mu, S_N has expectation mu E N under suitable stopping and integrability conditions. Exam use: Use for expected sums at stopping times, especially random walks and renewal-style counts. Pitfall: Independence of N from increments is not the right general condition; N is often a stopping time, and optional stopping hypotheses must be checked.	wald-equation,random-walk,optional-stopping
durrett_ch4_symmetric_gamblers_ruin	Symmetric gambler's ruin via martingales (4.8.1 Applications to Random Walks)	For symmetric simple random walk stopped on hitting a or b, optional stopping of S_n gives linear hitting probabilities and S_n^2-n gives expected hitting times. Exam use: High-yield prelim template for hitting probabilities and mean exit times. Pitfall: For one-sided unbounded hitting times, use truncation or extra arguments before sending the bound to infinity.	gambler-ruin,symmetric-random-walk,hitting-time
durrett_ch4_asymmetric_gamblers_ruin	Asymmetric gambler's ruin via exponential martingales (4.8.1 Applications to Random Walks)	For biased simple random walk, an exponential martingale r^{S_n} gives nonlinear hitting probabilities and finite expected hitting times in the drift direction. Exam use: Use when the walk has drift and the harmonic function is exponential rather than linear. Pitfall: The symmetric formulas are limiting cases; plugging p=q into biased formulas may require taking a limit.	biased-random-walk,exponential-martingale,gambler-ruin
durrett_ch4_insurance_ruin_exponential_bound	Insurance ruin exponential bound (4.8.1 Applications to Random Walks)	If a random walk has a positive adjustment coefficient theta with E exp(theta xi)=1, exponential martingales bound the probability of ever hitting a bad lower level. Exam use: Use for Cramer-Lundberg style ruin bounds and rare-event hitting estimates. Pitfall: The bound needs the exponential moment equation at a positive theta.	ruin-probability,exponential-martingale,tail-bound
durrett_ch4_reflection_principle	Reflection principle (4.9 Combinatorics of Simple Random Walk*)	For simple random walk paths, paths crossing a barrier can be counted by reflecting the path after the first hit. Exam use: Use for exact hitting and maximum distributions without martingale machinery. Pitfall: The reflection is a path-counting bijection; keep parity and endpoints consistent.	reflection-principle,simple-random-walk,path-counting
durrett_ch4_ballot_theorem	Ballot theorem (4.9 Combinatorics of Simple Random Walk*)	If one candidate finishes ahead, the probability that they stayed strictly ahead throughout has a simple ratio depending on the final margin. Exam use: Use for positivity-conditioned walks and first-passage combinatorics. Pitfall: Strict positivity versus nonnegativity changes the boundary and constants.	ballot-theorem,reflection-principle,random-walk
durrett_ch4_arcsine_laws_random_walk	Arcsine laws for simple random walk (4.9 Combinatorics of Simple Random Walk*)	The last zero time and the occupation time above zero for long symmetric simple random walks have arcsine limiting distributions. Exam use: Recognize that typical paths spend a surprisingly large fraction of time mostly positive or mostly negative. Pitfall: The arcsine density is U-shaped; intuition based on concentration near one half is wrong.	arcsine-law,occupation-time,simple-random-walk
