id	front	back	tags
durrett_ch2_max_negligible_condition	Maximum term negligibility (2.2.3 Truncation)	For iid integrable variables, max_{i<=n}|X_i|/n goes to 0 in probability. Exam use: Often proves that no single observation can dominate the average. Pitfall: The statement can fail for heavy tails without finite first moment.	max-term,tail-bound,integrability
durrett_ch2_poissonization_and_wlln_examples	Weak law example patterns (2.2 Weak Laws of Large Numbers)	Chapter 2 uses weak laws to control averages, random counts, and approximations where variance estimates or truncation make the error vanish. Exam use: Use this as a mental index for prelim questions asking for convergence in probability. Pitfall: First identify the normalization; the wrong scale can make a true statement look false.	examples,weak-law,convergence-in-probability
durrett_ch2_weighted_variance_cesaro_wlln	Weighted Cesaro variance weak law (2.2.1 L2 Weak Laws)	If uncorrelated variables satisfy var(X_i)/i -> 0, then n^{-2} sum_{i<=n} var(X_i) -> 0, so the centered average converges to 0 in L2. Exam use: Exercise 2.2.1 pattern: use when variances grow sublinearly rather than being uniformly bounded. Pitfall: Do not require identical distributions; the deterministic centering is E S_n/n, not necessarily a fixed mean.	weighted-cesaro,variance,weak-law
durrett_ch2_dependent_covariance_wlln	Dependent covariance weak law (2.2.1 L2 Weak Laws)	A zero-mean sequence can satisfy a weak law even when dependent, provided lag covariances are bounded above by r(k) with r(k)->0. Exam use: Exercise 2.2.2 pattern: independence is not the real requirement; small average covariance is. Pitfall: The hypothesis is an upper bound without absolute values, so use it to control E(S_n^2) from above rather than proving absolute summability.	dependent,covariance,weak-law
durrett_ch2_monte_carlo_integration_wlln	Monte Carlo integration via WLLN (2.2.1 L2 Weak Laws)	For iid uniform U_i and integrable f on [0,1], the sample average n^{-1} sum f(U_i) converges in probability to integral_0^1 f. Exam use: Exercise 2.2.3 pattern: translate numerical integration into an average of iid random variables. Pitfall: The finite-variance Chebyshev bound at threshold a/sqrt(n) is order Var(f(U))/a^2, not a vanishing bound unless the threshold is fixed.	monte-carlo,integration,chebyshev
durrett_ch2_oscillating_heavy_tail_centering	Oscillating heavy tails can have finite effective centering (2.2.3 Truncation)	A distribution may have infinite absolute mean but a convergent truncated mean, allowing S_n/n to converge in probability to a finite constant. Exam use: Exercise 2.2.4 pattern: cancellation in signs can produce a finite weak-law center even when E|X| is infinite. Pitfall: Do not call the limiting center EX unless the positive and negative parts are both finite.	heavy-tail,truncated-mean,alternating-series
durrett_ch2_diverging_truncated_mean_wlln	Diverging truncated-mean weak law (2.2.3 Truncation)	If xP(|X|>x)->0 but EX is infinite, the averages can still satisfy S_n/n - mu_n -> 0 with mu_n=E[X 1{|X|<=n}] diverging. Exam use: Exercise 2.2.5 pattern: separate weak-law concentration from existence of a finite mean. Pitfall: A moving centering sequence is not the same as convergence of S_n/n to a finite constant.	truncated-mean,infinite-mean,weak-law
durrett_ch2_integer_tail_sum_moments	Integer-valued tail-sum moment formulas (2.2.3 Truncation)	For nonnegative integer-valued X, E X=sum_{n>=1}P(X>=n) and E X^2=sum_{n>=1}(2n-1)P(X>=n). Exam use: Exercise 2.2.6 pattern: convert moments into tail sums for discrete heavy-tail checks. Pitfall: Use >= n for integer variables; continuous formulas use integrals with P(X>t) or P(X>=t), which differ only on negligible sets in many settings.	tail-sum,integer-valued,moments
durrett_ch2_general_tail_integral_transform	General tail integral transform (2.2.3 Truncation)	If H(x)=integral_{(-infty,x]} h(y)dy with h>=0, then E H(X)=integral h(y)P(X>=y)dy. Exam use: Exercise 2.2.7 pattern: derive exponential moment and tail identities without differentiating a distribution function. Pitfall: Nonnegativity of h is what makes Tonelli immediate; signed h needs integrability checks.	tail-integral,tonelli,exponential-moment
durrett_ch2_unfair_fair_game_truncation_scale	Unfair fair game truncation scale (2.2.3 Truncation)	For rare payoffs of size 2^k with probabilities about 1/(2^k k^2), truncation at b_n=2^{m(n)} can force S_n/(n/log_2 n) to converge to a negative constant despite EX=0. Exam use: Exercise 2.2.8 pattern: a formally fair infinite-mean game can have typical averages far below its expectation. Pitfall: The expectation calculation is not enough; the typical scale is determined by truncation and the tail beyond b_n.	fair-game,truncation-scale,infinite-mean
durrett_ch2_positive_variable_self_normalized_wlln	Positive-variable self-normalized weak law (2.2.3 Truncation)	For nonnegative iid variables, if mu(s)/(s P(X>s))->infinity and b_n solves n mu(b_n)=b_n, then S_n/b_n -> 1 in probability. Exam use: Exercise 2.2.9 pattern: choose the normalization from the truncated first moment rather than from a finite mean. Pitfall: The proof depends on b_n tending to infinity and on controlling xP(X>x) relative to mu(x); do not assume finite mean.	positive-variables,self-normalization,truncation
durrett_ch2_borel_cantelli_first	First Borel-Cantelli lemma (2.3 Borel-Cantelli Lemmas)	If sum P(A_n) < infinity, then P(A_n infinitely often)=0. Exam use: Use to prove almost sure eventual bounds from summable probability estimates. Pitfall: No independence is needed for the first lemma.	borel-cantelli,summability,almost-sure
durrett_ch2_borel_cantelli_second	Second Borel-Cantelli lemma (2.3 Borel-Cantelli Lemmas)	For independent events, if sum P(A_n)=infinity, then P(A_n infinitely often)=1. Exam use: Use to prove infinitely many successes, recurrence-style events, and almost sure lower bounds. Pitfall: Independence or a suitable replacement is essential; divergence alone is not enough.	borel-cantelli,independence,infinitely-often
durrett_ch2_limsup_events	Limsup event interpretation (2.3 Borel-Cantelli Lemmas)	The event {A_n infinitely often} is limsup A_n = intersection_m union_{n>=m} A_n. Exam use: Needed before applying Borel-Cantelli and for a.s. convergence arguments. Pitfall: Do not confuse limsup A_n with union_n A_n; limsup requires infinitely many occurrences.	limsup,events,infinitely-often
durrett_ch2_bc_tail_bounds	Summable tail bounds imply a.s. eventual control (2.3 Borel-Cantelli Lemmas)	If P(|X_n| > a_n) is summable, then |X_n| <= a_n eventually almost surely. Exam use: A common one-line finish after Markov, Chebyshev, or exponential bounds. Pitfall: Summability of the bound matters; merely tending to zero gives convergence in probability, not a.s. eventual control.	tail-bound,almost-sure,eventual-control
durrett_ch2_subsequence_bc_upgrade	Subsequence plus monotonicity upgrade (2.3 Borel-Cantelli Lemmas)	Prove almost sure convergence along a sparse subsequence using Borel-Cantelli, then control gaps by monotonicity or maximal bounds. Exam use: Appears in strong law proofs and renewal estimates. Pitfall: The bridge is the hard part; convergence on a subsequence alone usually does not imply full convergence.	subsequence,borel-cantelli,strong-law
durrett_ch2_bc_independent_trials	Independent trials occur infinitely often (2.3 Borel-Cantelli Lemmas)	For independent events with non-summable probabilities, the events occur infinitely often with probability one. Exam use: Useful for coin-flip patterns, record events, and rare-event recurrence questions. Pitfall: Verify mutual independence or an acceptable independent-block structure, not just pairwise independence.	independent-events,rare-events,infinitely-often
durrett_ch2_probability_convergence_subsequence_principle	Subsequence principle for convergence in probability (2.3 Borel-Cantelli Lemmas)	X_n -> X in probability iff every subsequence has a further subsequence converging to X almost surely. Exam use: Exercises 2.3.4-2.3.5 pattern: reduce convergence-in-probability limit theorems to almost sure subsequences. Pitfall: The almost sure subsequence depends on the original subsequence; this does not say the whole sequence converges a.s.	convergence-in-probability,subsequence,borel-cantelli
durrett_ch2_continuous_mapping_probability	Continuous mapping for convergence in probability (2.3 Borel-Cantelli Lemmas)	If X_n -> X in probability and f is continuous, then f(X_n) -> f(X) in probability. Exam use: Exercise 2.3.2 pattern: prove mapping results directly without invoking subsequences. Pitfall: Continuity only gives local uniform continuity after compact localization; global uniform continuity is not required.	continuous-mapping,convergence-in-probability,compact-localization
durrett_ch2_probability_fatou_dominated	Fatou and dominated convergence from convergence in probability (2.3 Borel-Cantelli Lemmas)	Fatou and dominated convergence extend from a.s. convergence to convergence in probability by passing to a.s. convergent subsequences. Exam use: Exercises 2.3.4-2.3.5 pattern: combine subsequence extraction with Fatou, DCT, bounded convergence, or uniform integrability. Pitfall: For unbounded dominated-convergence variants, prove uniform integrability; convergence in probability alone is not enough for expectations.	fatou,dominated-convergence,uniform-integrability
durrett_ch2_probability_metric_complete	Metric and completeness for convergence in probability (2.3 Borel-Cantelli Lemmas)	The metric E[|X-Y|/(1+|X-Y|)] metrizes convergence in probability, and random variables modulo a.s. equality are complete under it. Exam use: Exercises 2.3.6-2.3.7 pattern: turn Cauchy in probability into an a.s. Cauchy subsequence, then pull the whole sequence back by Cauchy control. Pitfall: The metric is on equivalence classes modulo a.s. equality; otherwise d(X,Y)=0 is only equality a.s.	metric,complete-space,convergence-in-probability
durrett_ch2_kochen_stone_second_moment	Kochen-Stone second-moment lower bound (2.3 Borel-Cantelli Lemmas)	If sum P(A_n)=infinity, then P(A_n i.o.) is bounded below by a limsup ratio of squared expected counts to second moments of event counts. Exam use: Exercise 2.3.10 pattern: prove lower bounds for infinitely-often events under dependence when full independence is unavailable. Pitfall: The denominator uses all pairwise intersections; replacing it by product probabilities is only valid under independence.	kochen-stone,second-moment,dependent-events
durrett_ch2_bernoulli_bc_convergence	Bernoulli convergence via Borel-Cantelli (2.3 Borel-Cantelli Lemmas)	For independent Bernoulli variables X_n with P(X_n=1)=p_n, X_n -> 0 in probability iff p_n -> 0, and X_n -> 0 a.s. iff sum p_n < infinity. Exam use: Exercise 2.3.11 pattern: reduce binary convergence questions to summability of success probabilities. Pitfall: The a.s. direction needs independence for the divergent case.	bernoulli,borel-cantelli,convergence
durrett_ch2_countable_space_probability_to_as	On countable spaces, convergence in probability implies a.s. convergence (2.3 Borel-Cantelli Lemmas)	If Omega is countable with all subsets measurable, convergence in probability implies pointwise convergence on all atoms of positive probability, hence almost sure convergence. Exam use: Exercise 2.3.12 pattern: use atoms to upgrade convergence modes. Pitfall: This relies on countability; it is false on general probability spaces.	countable-space,atoms,convergence
durrett_ch2_arbitrary_normalization_bc	Arbitrary random variables can be normalized to zero a.s. (2.3 Borel-Cantelli Lemmas)	For any random variables X_n, one can choose deterministic c_n -> infinity so that X_n/c_n -> 0 almost surely. Exam use: Exercise 2.3.13 pattern: build a normalization after seeing the sequence rather than using moment assumptions. Pitfall: The constants are not canonical and may grow very fast.	normalization,diagonalization,borel-cantelli
durrett_ch2_independent_sup_finite_criterion	Independent supremum finiteness criterion (2.3 Borel-Cantelli Lemmas)	For independent X_n, sup_n X_n is finite a.s. iff sum P(X_n>A)<infinity for some finite A. Exam use: Exercise 2.3.14 pattern: characterize boundedness of an independent sequence by summability of one tail level. Pitfall: Independence is used only for the divergent necessity direction.	supremum,tail-sum,independence
durrett_ch2_exponential_maxima_log_scale	Exponential maxima live at log n scale (2.3 Borel-Cantelli Lemmas)	For iid exponential-tail variables with P(X>x)=e^{-x}, limsup X_n/log n=1 and max_{m<=n}X_m/log n -> 1 almost surely. Exam use: Exercise 2.3.15 pattern: identify extreme-value scales via summable/nonsummable tail probabilities. Pitfall: Pointwise limsup and running maximum convergence require slightly different lower-bound arguments.	maxima,exponential-tail,log-scale
durrett_ch2_threshold_maxima_io	Threshold maxima infinitely-often criterion (2.3 Borel-Cantelli Lemmas)	For iid X_n and increasing thresholds lambda_n, max_{m<=n}X_m>lambda_n i.o. is equivalent to X_n>lambda_n i.o., hence controlled by sum tail probabilities. Exam use: Exercise 2.3.16 pattern: reduce running-maximum events to one-time exceedance events when thresholds increase. Pitfall: The monotonicity lambda_n up to infinity is what prevents one early large value from causing infinitely many later exceedances.	running-maximum,thresholds,borel-cantelli
durrett_ch2_iid_normalized_single_vs_max	Single observations versus maxima under n-normalization (2.3 Borel-Cantelli Lemmas)	For iid Y_n, Y_n/n -> 0 a.s. needs E|Y_1|<infinity, max_{m<=n}Y_m/n -> 0 a.s. needs E(Y_1^+)<infinity, and max convergence in probability needs xP(Y_1>x)->0. Exam use: Exercise 2.3.17 pattern: distinguish two-sided single-term control from one-sided running-maximum control. Pitfall: Almost sure and in-probability maxima have different tail requirements.	iid,maxima,normalization
durrett_ch2_monotone_variance_subsequence_as	Monotone variance subsequence a.s. upgrade (2.3 Borel-Cantelli Lemmas)	For increasing nonnegative X_n with EX_n asymptotic to a n^alpha and variance O(n^beta), beta<2alpha, prove X_n/n^alpha -> a a.s. via sparse subsequences and monotonicity. Exam use: Exercise 2.3.18 pattern: turn variance bounds into a.s. asymptotics when monotonicity bridges gaps. Pitfall: Without monotonicity, subsequence convergence alone would not control intermediate indices.	variance-bound,monotonicity,almost-sure
durrett_ch2_poisson_sum_slln_series	Poisson sums strong law with variable means (2.3 Borel-Cantelli Lemmas)	For independent Poisson X_n with means lambda_n and m_n=sum_{k<=n}lambda_k -> infinity, S_n/m_n -> 1 almost surely. Exam use: Exercise 2.3.19 pattern: use variance summability with the natural cumulative-mean scale. Pitfall: A naive subsequence proof can fail when the means have large jumps; the series proof handles arbitrary lambda_n.	poisson,strong-law,kronecker
durrett_ch2_st_petersburg_as_limsup	St. Petersburg almost-sure limsup explosion (2.3 Borel-Cantelli Lemmas)	In the St. Petersburg game, X_n/(n log_2 n) has infinite limsup almost surely, so the in-probability normalization for sums is not an a.s. law. Exam use: Exercise 2.3.20 pattern: rare giant jumps can destroy almost sure convergence even when weak-law scaling works. Pitfall: Convergence in probability of S_n/(n log n) does not control limsup behavior.	st-petersburg,limsup,giant-jumps
durrett_ch2_kolmogorov_maximal_inequality	Kolmogorov maximal inequality (2.4 Strong Law of Large Numbers)	For independent mean-zero variables with finite variances, the probability that partial sums exceed a threshold is bounded by the total variance divided by the threshold squared. Exam use: Main tool for upgrading variance summability to almost sure control of partial sums. Pitfall: The variables must be centered and independent; this is stronger than ordinary Chebyshev for the final sum.	maximal-inequality,partial-sums,strong-law
durrett_ch2_kolmogorov_convergence_criterion	Kolmogorov convergence criterion (2.4 Strong Law of Large Numbers)	If independent mean-zero variables have summable variances, then their series converges almost surely. Exam use: Use for convergence of centered random series and as a strong-law building block. Pitfall: Summable variances are sufficient, not necessary; do not mistake it for a complete characterization.	random-series,summable-variance,almost-sure
durrett_ch2_iid_finite_fourth_slln	Fourth-moment strong law shortcut (2.4 Strong Law of Large Numbers)	If iid centered variables have finite fourth moment, then S_n/n -> 0 almost surely by summable fourth-moment bounds. Exam use: A quick SLLN proof when high moments are available. Pitfall: This proof is convenient but much stronger than needed; finite first moment is enough for the iid SLLN.	fourth-moment,strong-law,markov
durrett_ch2_iid_finite_mean_slln	IID finite mean strong law (2.4 Strong Law of Large Numbers)	If X_i are iid and E|X_1| < infinity with mean mu, then S_n/n -> mu almost surely. Exam use: Central theorem of the chapter and a frequent prelim target. Pitfall: Almost sure convergence is stronger than convergence in probability; the WLLN proof alone is not enough.	strong-law,iid,finite-mean
durrett_ch2_slln_normalized_sums	Strong law normalization habits (2.4 Strong Law of Large Numbers)	Strong laws usually show a normalized centered sum tends to zero almost surely, then add back deterministic centering. Exam use: Helps organize proofs for arrays, subsequences, and renewal counting. Pitfall: Centering must be finite; if the mean is infinite, S_n/n behaves differently.	normalization,centering,strong-law
durrett_ch2_renewal_reward_ratio_slln	Renewal reward ratio via SLLN (2.4 Strong Law of Large Numbers)	For cycles with iid working time X_i and downtime Y_i, the long-run working fraction is E X_i/(E X_i+E Y_i). Exam use: Exercise 2.4.1 pattern: renewal reward limits are ratios of mean reward to mean cycle length. Pitfall: Account for the possible incomplete cycle at time t; its contribution is negligible after division by t.	renewal-reward,slln,long-run-fraction
durrett_ch2_multiplicative_recursion_log_slln	Multiplicative recursion becomes additive after logs (2.4 Strong Law of Large Numbers)	If a process satisfies |X_n|=product_{k<=n}R_k with iid positive factors and E|log R_1|<infinity, then n^{-1}log|X_n| -> E log R_1 a.s. Exam use: Exercise 2.4.2 pattern: random scaling problems reduce to an SLLN for log radii. Pitfall: Check integrability near zero before applying the SLLN to logarithms.	multiplicative-process,log-transform,slln
durrett_ch2_kelly_investment_concavity	Kelly-style investment growth optimization (2.4 Strong Law of Large Numbers)	For fixed portfolio fraction p, long-run log wealth converges to c(p)=E log(ap+(1-p)V); c is concave in p and endpoint derivatives decide whether the optimum is interior. Exam use: Exercise 2.4.3 pattern: optimize almost-sure exponential growth by maximizing expected log return. Pitfall: Maximizing expected wealth and maximizing expected log wealth are different criteria.	investment,kelly,expected-log-growth
durrett_ch2_three_series_theorem	Kolmogorov three-series theorem (2.5 Convergence of Random Series)	For independent variables, convergence of sum X_n is characterized by tail probabilities, truncated means, and truncated variances. Exam use: The main checklist for almost sure convergence of independent random series. Pitfall: The theorem uses a fixed truncation level; changing the cutoff changes the conditions but not the spirit.	three-series,random-series,truncation
durrett_ch2_random_series_large_jumps	Large jumps in random series (2.5 Convergence of Random Series)	A necessary component for series convergence is that large jumps occur only finitely often, typically sum P(|X_n| > c) < infinity. Exam use: First diagnostic check in random-series problems. Pitfall: Termwise convergence to zero is necessary but not sufficient for series convergence.	large-jumps,random-series,borel-cantelli
durrett_ch2_random_series_centering	Truncated centering in random series (2.5 Convergence of Random Series)	After removing large jumps, convergence depends on whether the truncated expectations form a convergent deterministic series. Exam use: Prevents hidden deterministic drift from spoiling almost sure convergence. Pitfall: A centered variance argument cannot control a divergent sum of means.	centering,truncation,random-series
durrett_ch2_series_rate_estimates	Rates for random series tails (2.5.1 Rates of Convergence)	Once a random series converges, tail estimates can quantify how fast partial sums approach the limit. Exam use: Useful when a problem asks not just convergence but an almost sure order estimate. Pitfall: A convergence theorem alone may not give the requested rate; track the size of tail variances or probabilities.	rates,random-series,tail-estimates
durrett_ch2_infinite_mean_behavior	Infinite mean changes LLN behavior (2.5.2 Infinite Mean)	When the mean is infinite or undefined, normalized sums can diverge or be controlled by rare large terms rather than averaging. Exam use: Important for spotting when a finite-mean LLN theorem cannot be applied. Pitfall: Do not center by EX if EX is not finite; the expression may be meaningless.	infinite-mean,heavy-tail,truncation
durrett_ch2_renewal_process	Renewal process basics (2.6 Renewal Theory)	With iid positive interarrival times xi_i, renewal times T_n = xi_1+...+xi_n and count N(t)=max{n:T_n<=t} form a renewal process. Exam use: Connects laws of large numbers to counting processes and waiting-time problems. Pitfall: Be careful with indexing: some formulas use the last renewal before t and the next renewal after t.	renewal-process,counting,slln
durrett_ch2_elementary_renewal_theorem	Elementary renewal theorem (2.6 Renewal Theory)	For iid positive interarrival times with finite mean mu, E[N(t)]/t -> 1/mu. Exam use: Useful for expected counts in long-run systems. Pitfall: Almost sure convergence of N(t)/t and convergence of its expectation are related but require different arguments.	renewal-theorem,expectation,long-run-rate
durrett_ch2_renewal_equation	Renewal equation (2.6 Renewal Theory)	Many renewal quantities satisfy H(t)=h(t)+ integral_0^t H(t-s)dF(s), where F is the interarrival distribution. Exam use: Primary modeling move for renewal reward, age, residual lifetime, and alternating renewal problems. Pitfall: The input function h and the renewal function must match the same convention for time zero.	renewal-equation,conditioning,restart
durrett_ch2_key_renewal_theorem	Key renewal theorem (2.6 Renewal Theory)	For nonarithmetic renewals and directly Riemann integrable h, renewal convolutions converge to (1/mu) integral h. Exam use: Use for limiting age, residual lifetime, and renewal reward calculations. Pitfall: Arithmetic interarrival distributions have lattice oscillations; the nonarithmetic hypothesis matters.	key-renewal-theorem,nonarithmetic,asymptotics
durrett_ch2_subadditive_log_probability	Superadditivity for large-deviation probabilities (2.7 Large Deviations)	For iid sums, pi_n=P(S_n>=na) satisfies pi_{m+n} >= pi_m pi_n, so log pi_n is superadditive and n^{-1}log pi_n has a limit. Exam use: Establishes existence of the exponential decay rate before computing it. Pitfall: The limit can be zero or negative infinity; existence alone does not guarantee a useful exponential bound.	large-deviations,superadditivity,rate
durrett_ch2_chernoff_bound	Chernoff exponential bound (2.7 Large Deviations)	If phi(theta)=E exp(theta X) is finite, then P(S_n>=na) <= exp(-n(a theta - log phi(theta))). Exam use: Main upper-bound engine for large-deviation estimates. Pitfall: Optimize over theta>0; a random unoptimized theta may prove decay but not the sharp rate.	chernoff,mgf,large-deviations
durrett_ch2_exponential_tilting	Exponential tilting (2.7 Large Deviations)	The tilted law F_theta has density proportional to exp(theta x) relative to F, and its mean is phi'(theta)/phi(theta). Exam use: Used for the lower bound in Cramer-style large deviations by making the rare event typical. Pitfall: Tilting is only valid where the moment generating function is finite.	exponential-tilting,mgf,change-of-measure
durrett_ch2_cramer_rate_formula	Cramer rate formula in the smooth case (2.7 Large Deviations)	When a>mu and there is theta_a with a=phi'(theta_a)/phi(theta_a), n^{-1}log P(S_n>=na) -> -a theta_a + log phi(theta_a). Exam use: Compute sharp exponential rates for normal, exponential, Bernoulli, and Poisson examples. Pitfall: Boundary cases require separate treatment when the optimizing theta is not inside the finite-mgf interval.	cramer,rate-function,large-deviations
durrett_ch2_subsequence_upgrade	Subsequence control upgraded to full control (2.3 Borel-Cantelli Lemmas)	A sparse almost-sure estimate can be upgraded to all times when the gaps are controlled by monotonicity or a maximal inequality. Exam use: Exercise 2.5.1 pattern: prove a rate on n_m=floor(m^alpha), then bridge the gaps. Pitfall: Subsequence convergence alone is insufficient; the gap-control step carries the proof.	subsequence,maximal-inequality,almost-sure
durrett_ch2_two_series_theorem	Two-series variance criterion (2.5 Convergence of Random Series)	Independent mean-zero variables with summable variances have an almost surely convergent series. Exam use: Quickly solves centered series such as sum X_n sin(n pi t)/n. Pitfall: The variables must be independent and centered; otherwise deterministic drift must be treated separately.	two-series,variance,random-series
durrett_ch2_independent_series_variance_test	Independent series variance test (2.5 Convergence of Random Series)	For independent centered summands, finite total variance is enough for almost-sure convergence. Exam use: Exercise 2.5.3 pattern: trigonometric factors are harmless when bounded by 1. Pitfall: Do not require identical distributions; only independence, centering, and summable variances.	random-series,variance-test,almost-sure
durrett_ch2_kronecker_lemma	Kronecker lemma for normalized sums (2.5 Convergence of Random Series)	If sum x_n/n converges, then n^{-1} sum_{k<=n} x_k -> 0. Exam use: Turns convergence of a random series into a strong law for averages. Pitfall: The weights must increase to infinity; here the natural weight is n.	kronecker,normalized-sums,series
durrett_ch2_tail_sum_moment_test	Tail-sum moment test (2.2 Weak Laws of Large Numbers)	For p>0, E|X|^p is finite exactly when the tail probabilities P(|X|^p>n) are summable up to constants. Exam use: Exercise 2.5.2 pattern: a.s. term control plus Borel-Cantelli forces finite moments. Pitfall: The tail variable is |X|^p, not |X|; keep the normalization consistent.	moments,tails,tail-sum
