id	front	back	tags
exercise_ch5_lyapunov_to_zero_transience	Lyapunov function tending to zero proves transience	A positive superharmonic function outside a finite set that tends to zero at infinity contradicts recurrent return to that finite set, hence implies transience in irreducible chains. Use case: Exercise 5.3.5 and outward-drift birth-death chains.	lyapunov,transience,supermartingale
exercise_ch5_power_lyapunov_birth_death	Power Lyapunov functions for near-critical birth-death chains	For p_j-1/2~C/j, Taylor expand E_j X_1^alpha-j^alpha; choosing alpha on the correct side of 1-4C gives recurrence or transience. Use case: Exercise 5.3.6.	birth-death,lyapunov,taylor-expansion
exercise_ch5_superharmonic_liouville_chain	Recurrent irreducible chains have only constant nonnegative superharmonic functions	Stop a nonnegative supermartingale f(X_n) at the hitting time of another state; recurrence forces f(x)>=f(y) and symmetry gives equality. Use case: Exercise 5.3.7 and Liouville-type arguments.	superharmonic,recurrence,liouville
exercise_ch5_one_dimensional_random_walk_alternatives	Four alternatives for one-dimensional random walks	Tail zero-one laws and ladder behavior force a one-dimensional random walk to be identically zero, drift to +infinity, drift to -infinity, or oscillate unboundedly both ways. Use case: Exercise 5.4.1.	random-walk,zero-one-law,classification
exercise_ch5_ladder_epoch_geometric_regeneration	Ascending ladder epochs regenerate record highs	Successive strict ascending ladder epochs repeat the same trial by the strong Markov property; if the first ladder time is defective, only finitely many records occur, otherwise records go to infinity. Use case: Exercise 5.4.2.	ladder-variables,records,random-walk
exercise_ch5_recurrent_walk_superharmonic_liouville	Recurrent random walk implies nonnegative superharmonic Liouville	For recurrent walks in dimensions one and two, f(S_n) is a nonnegative supermartingale and recurrent visits to neighborhoods force all superharmonic values to agree. Use case: Exercise 5.4.3.	superharmonic,random-walk,liouville
exercise_ch5_bounded_harmonic_tail_zero_one	Bounded harmonic functions via tail zero-one law	For a bounded harmonic h, h(S_n) is a bounded martingale; its limit is invariant under finite permutations of iid increments, so Hewitt-Savage forces constancy. Use case: Exercise 5.4.4.	harmonic,hewitt-savage,martingale
exercise_ch5_hypergeometric_detailed_balance	Hypergeometric stationary law for Bernoulli-Laplace	The Bernoulli-Laplace diffusion has stationary distribution proportional to binomial choices of black and white balls in the left urn; adjacent detailed balance verifies it. Use case: Exercise 5.5.1.	bernoulli-laplace,hypergeometric,detailed-balance
exercise_ch5_cycle_measure_hitting_ratio	Cycle occupation measure as a hitting-probability ratio	For recurrent x and y in the same class, expected visits to y during one x-cycle equal P_x(T_y<T_x)/P_y(T_x<T_y). Use case: Exercise 5.5.2.	cycle-trick,hitting-probability,stationary-measure
exercise_ch5_stationary_measure_uniqueness_scaling	Use normalization to compare stationary measures	In an irreducible recurrent chain, all stationary measures are scalar multiples; evaluate at one state to determine the scalar. Use case: Exercises 5.5.3 and 5.5.5.	stationary-measure,uniqueness,normalization
exercise_ch5_poisson_thinning_stationarity	Poisson thinning gives M/M/infinity stationarity	If X is Poisson(theta), Bernoulli thinning with survival p gives Poisson(p theta), and adding independent Poisson(lambda) arrivals gives Poisson(p theta+lambda). Use case: Exercise 5.5.8.	poisson,thinning,queue
exercise_ch5_reflected_walk_idle_fraction	Idle fraction from reflected random-walk regulator	For a stable reflected walk, the regulator increments exactly when the queue is empty and the raw increment is -1; dividing the reflection identity by n gives the long-run idle frequency. Use case: Exercise 5.5.7 and M/G/1 stationary mass at zero.	reflected-random-walk,queue,stationarity
exercise_ch5_two_state_affine_recursion	Two-state chain convergence via affine recursion	Track one coordinate probability q_n; the recursion q_{n+1}=beta+(1-alpha-beta)q_n solves explicitly around its stationary fixed point. Use case: Exercise 5.6.1.	two-state-chain,stationary-distribution,recursion
exercise_ch5_finite_aperiodic_uniform_power	Finite irreducible aperiodic chains have a positive matrix power	Use a path from x to y plus sufficiently long return loops at y; finiteness lets one choose a common power m for all pairs. Use case: Exercise 5.6.2.	finite-chain,aperiodic,positive-power
exercise_ch5_block_coupling_exponential_rate	Uniform block coupling gives exponential convergence	If an m-step transition has a uniformly positive chance to send all states to one common state, coupling attempts in independent blocks have geometric tails. Use case: Exercise 5.6.3 and finite-state mixing estimates.	coupling,exponential-rate,finite-chain
exercise_ch5_regenerative_additive_functional_lln	Regenerative LLN for additive functionals	Split the path into iid return cycles; reward sums divided by elapsed time converge to expected cycle reward divided by expected cycle length, which equals the stationary average. Use case: Exercise 5.6.5.	regeneration,ergodic-theorem,lln
exercise_ch5_regenerative_additive_functional_clt	Regenerative CLT for additive functionals	Apply the iid CLT to centered cycle rewards and random-index by the number of completed cycles; show incomplete-cycle rewards are negligible on sqrt(n) scale. Use case: Exercise 5.6.6.	regeneration,clt,random-index
exercise_ch5_recurrent_ratio_limit_cycles	Ratio limits from recurrent cycles	Count visits to z per completed y-cycle and divide by visits to y; the strong law gives the stationary-measure ratio m(z)/m(y). Use case: Exercises 5.6.7 and 5.6.8.	ratio-limit,recurrent-chain,cycle-measure
exercise_ch5_split_atom_return_sum	Split-chain recurrence is return-sum divergence at the atom	For the artificial atom alpha, the countable-state return criterion applies: recurrence is equivalent to divergence of sum_n pbar^n(alpha,alpha). Use case: Exercise 5.8.1.	harris-chain,split-chain,recurrence
exercise_ch5_harris_stationarity_implies_recurrence	Stationary distribution forces Harris recurrence	Lift a stationary distribution to the split chain; positive stationary mass at alpha forces an infinite expected number of alpha visits, hence recurrence. Use case: Exercise 5.8.3.	harris-chain,stationarity,recurrence
exercise_ch5_harris_small_set_choice_invariance	Harris recurrence does not depend on the small-set pair	If another Harris set A' is reachable, it has positive lambda measure for the original split chain; Theorem 5.8.8 makes visits to A' occur infinitely often. Use case: Exercise 5.8.4.	harris-chain,small-set,invariance
exercise_ch5_gig1_drift_classification	GI/G/1 drift classification	Compare the reflected workload with the raw random walk until the first negative passage: positive drift gives transience, nonpositive drift gives recurrence, negative drift gives positive recurrence. Use case: Exercise 5.8.5.	gig1,queue,drift
exercise_ch5_reflection_maximum_representation	Reflected random walk equals reversed maximum in law	The reflected workload satisfies W_n=S_n-min_{j<=n}S_j, which by reversing increments has the same law as the maximum of a length-n random walk. Use case: Exercise 5.8.6.	reflected-random-walk,path-reversal,maximum
exercise_ch5_multiplicative_ou_log_recursion	Multiplicative variance O.U. becomes stable on log scale	For Y_{n+1}=beta sqrt(|Y_n|) Z_{n+1}, log|Y_n| follows an AR(1) recursion with coefficient 1/2, yielding a nonzero positive recurrent Harris class plus an absorbing zero. Use case: Exercise 5.8.7.	ornstein-uhlenbeck,log-recursion,harris-chain
